"PROBEID","ENTREZID","SYMBOL","GSM894405_HD1.CEL","GSM894406_HD2.CEL","GSM894407_HD3.CEL","GSM894408_MM1.CEL","GSM894409_MM2.CEL","GSM894410_MM3.CEL","GSM894411_MM4.CEL"
"205260_s_at","97","ACYP1","4.69702912657998","5.2065309065133","5.8809807853486","4.46381765512103","5.17987334949409","4.81817968191125","5.15517532472254"
"205261_at","5225","PGC","5.03902927191134","5.13673677632341","5.03902927191134","5.13673677632341","5.03902927191134","4.89138561493345","4.97342614639553"
"205262_at","3757","KCNH2","3.24550505046159","3.38257932613102","3.37412840136356","3.19811825632923","3.11533131540743","2.90577255861291","2.95010860004514"
"205264_at","10849","POLR1G","6.80334667444685","6.93286386570147","6.84395896282085","6.93929162763207","6.70218049054531","6.86520961605508","6.85428689725186"
"205266_at","3976","LIF","6.52502285938171","7.93754510828872","7.80601430307072","7.96749907876018","7.5741908130631","8.013746910223","6.34854287516535"
"205267_at","5450","POU2AF1","2.89679142589754","2.72289895313985","2.84186108565491","2.84186108565491","2.61500002720063","2.66506784346871","2.96935518450103"
"205268_s_at","119","ADD2","3.31370999805276","3.65377681301001","3.11873470870502","3.88769598139554","3.46528567559782","3.52140772616583","4.01241068674114"
"205270_s_at","3937","LCP2","3.65427713763362","3.59622370949667","3.79967261947038","3.59622370949667","3.14453640866957","3.59622370949667","3.53456871478185"
"205271_s_at","23552","CDK20","5.14745414811342","5.00676457357685","5.14745414811342","5.47842620738851","5.14745414811342","5.12732560008836","5.31175919188171"
"205273_s_at","10531","PITRM1","8.66442748750595","7.9798341235404","8.71075770553472","8.29156869465054","8.63774880849297","7.82661997043554","8.33669718639193"
"205280_at","2743","GLRB","5.58518732556314","6.73487561546465","4.60287279612415","6.49660554519544","6.49660554519544","6.77838134546736","6.66415432823269"
"205281_s_at","5277","PIGA","4.76011145358302","4.72038713275201","4.99465523896603","4.61248646903801","4.43996275284226","4.51976039892567","4.18953441021185"
"205283_at","2218","FKTN","5.52974119136153","5.94110206533422","5.94110206533422","5.70687577833227","5.94110206533422","6.16632487916526","6.54254585168289"
"205284_at","9816","URB2","5.66796837829484","5.66796837829484","5.92010411945789","5.57669004654847","5.66796837829484","5.76975240922807","5.31647085354017"
"205285_s_at","2533","FYB1","3.6488183850365","3.29567349518257","3.29567349518257","3.41826787647753","2.64013948206266","3.17918361674229","3.29567349518257"
"205286_at","7022","TFAP2C","3.17106488041178","2.86825544895508","2.93519925495155","2.86825544895508","2.63611550382808","2.86825544895508","2.60527861948945"
"205290_s_at","650","BMP2","3.6214911512951","3.6413341035303","3.4435463017141","3.76684049300851","3.29567349518257","3.40744225481295","3.48268991968707"
"205291_at","3560","IL2RB","4.51808718128201","4.40497017698329","4.37261167888966","4.37261167888966","4.18745542661725","4.38291105103944","4.24303386595069"
"205292_s_at","3181","HNRNPA2B1","10.3053348825322","9.93517400314892","10.2974942458826","9.17518705369504","10.1363365767448","9.33010272777544","9.40911168526663"
"205295_at","1160","CKMT2","3.26164691090489","3.11751295757634","3.11751295757634","3.11751295757634","2.76912882999852","3.18042691811986","3.46508912230227"
"205296_at","5933","RBL1","4.936899975387","5.37164480842402","5.19888567631416","3.01626217358631","3.87388430490651","3.57382267510189","3.47524147896702"
"205297_s_at","974","CD79B","4.28711043062605","4.34142000765862","4.26867559536558","4.35558142631403","4.72524257184556","4.34142000765862","3.92659199998332"
"205298_s_at","10385","BTN2A2","4.99465523896603","5.95777777057443","5.95777777057443","6.11608267843913","5.89187710379278","6.31890553694364","6.21321965618774"
"205300_s_at","11066","SNRNP35","6.06643835620136","6.37523492503887","6.49106158851192","6.05621482615311","6.59326790035381","6.37523492503887","6.41147355886644"
"205301_s_at","4968","OGG1","4.86730961979565","4.5402078753869","4.9474129990082","4.28803171541583","4.67291610895394","4.5402078753869","4.14590068132686"
"205302_at","3484","IGFBP1","4.24902983585337","3.85339923101158","5.17390014917148","2.93937358192033","2.64832642259504","3.25266196044265","2.49537236413459"
"205303_at","3764","KCNJ8","4.58236912797962","3.97098125394067","5.0029423744195","4.91527547070276","5.19581962411212","5.09861515652939","4.91527547070276"
"205305_at","2267","FGL1","4.34911624609828","4.38136921934301","4.41040713129522","4.38136921934301","4.38136921934301","4.38136921934301","4.54865418259308"
"205306_x_at","8564","KMO","3.29567349518257","3.29567349518257","3.42415336945687","2.93937358192033","3.25087755433143","3.29567349518257","3.29567349518257"
"205309_at","27293","SMPDL3B","2.67572570279073","2.55440451202493","3.09090737864488","2.76912882999852","2.76018121117526","2.76018121117526","2.66368692351877"
"205310_at","23403","FBXO46","6.27425856523098","5.97531595484992","6.12361516216345","6.12361516216345","6.00025352583752","6.24617246759995","5.65096407750702"
"205311_at","1644","DDC","3.10547585916109","2.86384272092816","2.86384272092816","3.01626217358631","2.53530521847787","2.52013645543806","2.84060485274443"
"205312_at","6688","SPI1","2.93779799918716","3.01626217358631","2.89443678339265","3.14279553162085","3.31681238790041","3.01626217358631","3.01626217358631"
"205313_at","6928","HNF1B","6.38059688872271","6.53650742578243","6.19286691543855","6.25739085137729","6.17833500480474","6.20195556215127","6.23780880897026"
"205315_s_at","6645","SNTB2","8.57461354112984","8.00889175829365","8.68178859694691","8.56048899658743","8.68961630673405","8.5375394327088","8.44781457614543"
"205319_at","8000","PSCA","3.10956203953637","3.13532611563445","3.20868865849292","3.20868865849292","3.29907188999413","3.20868865849292","3.71795565880132"
"205320_at","10297","APC2","4.86228997225856","4.8987923143296","4.66586155759429","4.86228997225856","4.99673529528954","4.86228997225856","4.74491492040585"
"205321_at","1968","EIF2S3","4.98628736672827","5.64418092298322","6.88696880508955","6.22161552803456","6.941775224692","6.12234918833194","5.72084122994329"
"205322_s_at","4520","MTF1","6.2965426652394","6.45709952308988","6.14862619515695","6.44313000190591","6.37274999868449","6.56836265329935","6.62514467952917"
"205325_at","9796","PHYHIP","2.9535898998003","2.9535898998003","2.78404553694479","2.9535898998003","3.05180143988831","2.92994373837295","2.9535898998003"
"205326_at","10268","RAMP3","5.32713674941245","5.10624477245214","4.95625819999288","5.217688163319","4.7462203462921","5.03499763634704","5.07232081402779"
"205328_at","9071","CLDN10","3.08189672098283","2.78034760848426","2.89443678339265","2.98055545293235","2.98204264785904","2.78896935600024","2.89443678339265"
"205329_s_at","8723","SNX4","5.45980422613753","5.77790336546096","5.8708255272468","5.73505624134526","5.95113060046881","5.77790336546096","5.64896239953555"
"205330_at","4330","MN1","6.99209291841744","6.83854879343721","5.78349503542656","7.30780079936978","7.68297908264985","7.19382005513218","8.22543382485678"
"205331_s_at","51308","REEP2","6.05874067812235","5.93668496277307","5.91973274196411","5.87266235057099","5.9909388083722","6.12579378647127","5.75136708037993"
"205332_at","9986","RCE1","4.48333211871324","4.35438099762439","4.11846388946426","4.4997214242492","4.44596231113148","4.33833301342768","4.44596231113148"
"205334_at","6271","S100A1","4.00399582049495","3.92659199998332","3.52140772616583","3.80839676921965","3.68833711480332","4.00601211797856","4.25252070434498"
"205335_s_at","6728","SRP19","9.32693953840073","9.66094665729684","9.13746218523869","9.37579897307928","9.34084212889323","9.4601877393731","9.39756763191393"
"205336_at","5816","PVALB","3.21929377466695","3.12815336878299","3.12815336878299","3.17303637513365","3.11027278100607","3.03419443763479","2.9382214940088"
"205339_at","6491","STIL","7.05831702279403","6.81300922854429","7.4034122746879","4.84906838683558","5.81927946017752","4.58454530469447","4.15346923373141"
"205343_at","6819","SULT1C2","2.93042596309706","2.93042596309706","2.95928154333783","2.93042596309706","2.64469331359117","2.93042596309706","2.9412080103579"
"205348_s_at","1780","DYNC1I1","5.29248681753424","6.00674840113769","5.06321593634455","6.32087124698191","6.2494592515265","6.17949398516076","7.02407700299867"
"205349_at","2769","GNA15","3.26306446141732","3.17918361674229","3.14190270233097","3.26306446141732","3.29480386504921","3.5458840525851","3.29567349518257"
"205350_at","1381","CRABP1","3.54975273467063","3.71275999587632","3.71275999587632","4.04921231960961","3.91298663200054","3.71275999587632","3.66212689255313"
"205352_at","5274","SERPINI1","5.70709521174693","7.15385935335266","5.0192527142452","5.38403824621236","5.56406460757465","6.46662417038351","6.19975192771395"
"205354_at","2593","GAMT","6.39327947924251","6.35044972051606","6.5481807475298","6.8748369182133","7.28585796084493","7.07436515401264","6.69463892955292"
"205357_s_at","185","AGTR1","4.51955696337725","6.62529072579448","5.93844771516079","5.98921800789555","6.94264642675339","6.52534976780987","6.93732611810446"
"205358_at","2891","GRIA2","2.3946937606308","2.43169406497837","2.12039459695661","2.10914916201985","2.37370017606098","2.45782625844308","2.37370017606098"
"205359_at","9472","AKAP6","3.88021851690454","3.7838414725167","3.29567349518257","3.26908756158596","3.10600198621458","3.38257932613102","3.79609243452244"
"205361_s_at","5203","PFDN4","8.94166657845643","8.82145034531739","8.29558790498977","8.81701698393817","9.13866951949306","8.96787621433113","8.86295010363526"
"205363_at","8424","BBOX1","2.53502484093078","2.48031418780019","2.38925303590077","2.53502484093078","2.47235766604826","2.58902564744885","2.76594729922147"
"205364_at","8309","ACOX2","6.21466941767795","6.57736637290095","6.19743908842949","6.90358705364062","7.1741767989557","7.05074847038948","7.17608835801489"
"205366_s_at","3216","HOXB6","4.35095699364566","5.12252359132789","4.66143845685105","5.85933175992197","5.75899881553096","5.86887981089999","6.31302511021386"
"205367_at","10603","SH2B2","5.68513264384599","5.64418092298322","5.65418087744865","5.64418092298322","5.55022620140687","5.60107924133896","5.64418092298322"
"205368_at","9715","FAM131B","3.96152524676452","3.70473966063901","3.79326548338516","4.03438565932505","4.11436084559489","4.15075953749784","4.18268726496172"
"205371_s_at","1629","DBT","4.235748077422","4.46381765512103","4.10498041543294","5.05959864317807","4.41101002881134","4.88809534657651","4.64991564067538"
"205372_at","5324","PLAG1","3.73719469246292","4.05735126483821","3.8214919538313","4.81515301240987","4.38136921934301","4.71224685313475","4.82672605421412"
"205373_at","1496","CTNNA2","3.38257932613102","3.37676617380887","3.22304095345872","3.43951585873822","3.38257932613102","3.38257932613102","3.41599017204648"
"205374_at","6588","SLN","3.6064664454017","3.56034096641435","3.01752567744229","3.64367283451032","3.35264323830128","3.56034096641435","3.59168795742597"
"205375_at","4188","MDFI","3.96152524676452","3.71795565880132","3.98310249976335","3.6647363612569","3.66075971584087","3.54986303820934","3.71795565880132"
"205377_s_at","43","ACHE","4.64991564067538","4.46381765512103","4.61147045764925","4.89533669761608","4.7114821415645","4.66960431835706","4.26880536487829"
"205379_at","874","CBR3","7.61402619967193","7.3475628234932","7.78267330657855","6.77814260639744","8.02677925594939","6.99602523043467","6.54473699440346"
"205380_at","5174","PDZK1","2.92497309168776","2.64066697866228","2.50341224428551","2.44344367647783","2.39796086397541","2.51298519809271","2.44344367647783"
"205381_at","10234","LRRC17","4.65105793074485","3.94140900676389","5.38780090593915","7.15444464385957","7.87169447561258","5.08213095355561","3.46798792240046"
"205382_s_at","1675","CFD","6.28517718249874","8.01648026399691","10.3174253308529","7.38015140492428","5.16313508671679","7.81397262559763","9.7382765402983"
"205384_at","5348","FXYD1","5.244103792333","5.59835954220555","5.7986138656539","5.53794274809336","5.17621003881788","5.57314573511306","6.13605457853201"
"205388_at","7125","TNNC2","3.90450279223094","3.77688652019105","3.90450279223094","4.12058886174786","3.87870169238148","4.00759577573742","3.716565158532"
"205389_s_at","286","ANK1","2.2307820353063","2.12739101445207","2.78404553694479","2.62603828533187","2.33508874256514","2.33508874256514","2.41220084755973"
"205394_at","1111","CHEK1","5.59772057207897","5.31720014192456","5.88522126597209","4.14008822325154","4.97358878126231","4.47958392613134","3.42280967128196"
"205395_s_at","4361","MRE11","6.2080212274492","5.87421419360207","5.92083340784228","4.93157836751108","5.17844178169672","5.26153459913103","4.60694582468311"
"205397_x_at","4088","SMAD3","6.06903407828497","5.36961306610473","6.06016702956015","5.76451245881793","5.75127125106252","5.76451245881793","5.33229045469067"
"205399_at","9201","DCLK1","5.4024910077703","6.09248571691043","6.2942962794048","7.16161112294554","6.94264642675339","7.75799252998915","5.84596476231157"
"205401_at","8540","AGPS","6.02261743877551","5.58371146300887","6.40363790067323","6.145174744212","6.48845186451259","6.02261743877551","5.52297035821415"
"205403_at","7850","IL1R2","2.48974749311532","2.31123956827176","2.76419647098887","2.46731339177444","2.76419647098887","2.85325491238062","2.68634188907672"
"205404_at","3290","HSD11B1","4.31611332021723","5.5013444203916","6.23749612218649","5.81882821393291","5.39259126655913","6.9034204427086","6.17513988975532"
"205406_s_at","53340","SPA17","6.59076403339418","5.79580835070718","6.40958183028238","5.69089749891514","6.38593566885502","6.25451754400175","5.86338206060978"
"205407_at","8434","RECK","8.09281657953365","9.45619112496809","8.37445786708446","9.78968326560792","8.80758697509176","9.62281851505163","9.08850002791891"
"205410_s_at","493","ATP2B4","4.58454530469447","4.68189849173654","5.04528376815642","4.43041650189658","4.54892224344873","3.9538919940278","4.36445385880641"
"205412_at","38","ACAT1","8.22129313746963","8.14398716021871","8.53175471097711","8.29184382964833","8.99468291358595","8.73451729490144","8.26587907096417"
"205413_at","744","MPPED2","3.82763472965363","2.72098417292526","2.37963136906793","3.46912610564996","3.38795968012076","2.08552884557211","5.35588909535494"
"205414_s_at","9912","ARHGAP44","3.79373225915746","4.02591093656811","4.15890114167748","3.46767884779251","4.02591093656811","4.19478691614616","4.47977061161377"
"205418_at","2242","FES","5.18510813130883","4.69986110722446","4.90767040227639","4.99465523896603","5.17348154745123","5.14352971328331","4.80927062980346"
"205419_at","1880","GPR183","2.55693544102288","2.87181789192853","2.55693544102288","2.55693544102288","2.39500669245139","2.53589434417359","2.54660757679686"
"205420_at","5191","PEX7","5.37792213838412","6.24716102030263","5.68677307862233","6.12348577988982","5.91976859627363","6.2665209053905","6.38713629322635"
"205421_at","6581","SLC22A3","4.14590068132686","3.73478703105882","4.34987814789199","6.72511900838836","2.82490521063886","4.74468437933837","5.74730112234414"
"205423_at","162","AP1B1","6.46895268050546","6.37400660284889","6.56684394349406","6.49660554519544","6.7241124145071","6.43305380903209","6.3423405971173"
"205424_at","9755","TBKBP1","5.03020395548376","4.54352950900079","4.49238510657893","5.0743670928458","5.18580842814277","5.00434793396631","4.70494319059858"
"205425_at","3092","HIP1","7.08038448687589","7.0049487289041","7.4477665985563","6.54375819927979","7.0049487289041","6.59767176060216","7.53578578386023"
"205427_at","6940","ZNF354A","5.78869852774829","5.95407079930793","5.89106581714168","5.89150141998725","5.99189085457743","6.25382959835937","6.12361516216345"
"205428_s_at","794","CALB2","4.48283121184992","7.05138248618771","5.45767053263515","4.46381765512103","4.37886084566326","4.18717758830004","3.84504917626811"
"205429_s_at","51678","MPP6","5.57669004654847","4.83027568295494","5.88235010884751","5.57669004654847","5.68924231777637","5.76014879049419","5.36298047880751"
"205430_at","653","BMP5","2.36649464568456","2.08338482919377","3.21956758257039","2.07629084689852","2.01339419727791","1.74809720439153","2.18925822507938"
"205432_at","5016","OVGP1","4.69702912657998","4.61746710521253","4.69702912657998","4.72802938451268","4.40959934284279","4.69702912657998","4.89309991095366"
"205433_at","590","BCHE","1.9724118412734","1.9724118412734","2.50954864689053","1.85328510578572","2.01341679307077","1.96531785897815","2.1771101590792"
"205436_s_at","3014","H2AX","10.0303775033485","9.47083508736481","10.6834986072601","7.67916224513193","9.00405137642915","8.04861100221564","7.13367458911489"
"205437_at","10520","ZNF211","5.28056895134205","5.73538266637587","5.72042992573762","5.72042992573762","5.72042992573762","5.69412179674635","5.95777777057443"
"205439_at","2953","GSTT2","6.39740873397533","6.37313202787406","5.60371857813979","4.24465179179341","4.49557330431444","5.58100202259492","5.02962766060137"
"205440_s_at","4886","NPY1R","2.15495154839084","2.06096652662498","2.29195684282283","2.23044108057006","2.15495154839084","2.01769681401408","2.12568199307262"
"205441_at","79629","OCEL1","5.44137816136332","5.77604688781342","5.697487232016","5.8528471412032","6.07858157830084","6.0028634108554","5.54376627135069"
"205442_at","9848","MFAP3L","5.79521975961003","6.74738497162121","3.70952352790781","7.29078079726337","6.33257934609304","6.84417417783605","7.18015998026293"
"205443_at","6617","SNAPC1","7.72048355839374","8.98587394271506","8.39638850392002","8.92258882649367","8.9686719619047","9.31762821388167","9.4373564526788"
"205444_at","487","ATP2A1","3.03365530004028","2.92105371470202","3.08648632862332","2.93937358192033","2.89187014488932","3.03365530004028","3.17932828663659"
"205445_at","5617","PRL","4.33383831502581","4.75836451283219","5.38780090593915","3.78528299413425","3.51171380632911","4.36655949772503","3.42799571131445"
"205446_s_at","1386","ATF2","4.75191499796801","5.0180501764879","4.75191499796801","4.90420262040332","4.30156204863877","4.69702912657998","4.37040431919553"
"205447_s_at","7786","MAP3K12","6.04463996320618","5.80078583291101","5.67099358492437","6.13257601174051","6.48095357989073","6.49080867259935","6.02261743877551"
"205449_at","29901","SAC3D1","7.82550195033649","8.36886731417109","8.6325346780022","6.80012101194626","7.58933412189408","7.11291502773051","6.95814285327287"
"205450_at","5255","PHKA1","4.94326675360133","4.92929415108323","4.99744566366226","5.09688822635517","5.24970285016699","4.79527611641583","4.4810716666921"
"205451_at","4303","FOXO4","4.27712755111642","4.13407269882205","4.05401055423659","4.6195577203879","4.44596231113148","4.3574398985423","4.3574398985423"
"205452_at","9488","PIGB","6.26448729516237","6.6451803249442","6.19990667998908","6.66605667583361","6.99205417927625","7.01504951393872","6.92792872159903"
"205453_at","3212","HOXB2","7.80298665162555","8.01655606492023","7.66643070547063","8.00327995713852","8.01569441292624","8.02733598332427","8.00872013554549"
"205454_at","3208","HPCA","3.75362440707383","3.75362440707383","3.79895483532095","3.75362440707383","3.77322403825459","3.65142142852071","3.73123660767017"
"205455_at","4486","MST1R","4.91910813994603","4.7431894885377","4.7431894885377","4.70374440435559","4.90860961959288","4.7431894885377","4.79999801441939"
"205456_at","916","CD3E","5.37081691149306","5.30534317369492","5.30534317369492","5.33849867181444","5.22657235636198","5.30534317369492","5.24167492448441"
"205458_at","4157","MC1R","4.66051524951095","4.62582498235002","4.6092391236087","4.62582498235002","4.70494319059858","4.45237237188263","4.62582498235002"
"205461_at","11021","RAB35","3.8547411021032","3.77688652019105","4.16800928704275","3.8547411021032","3.8547411021032","3.17870061979857","3.69411259242766"
"205462_s_at","3241","HPCAL1","6.90785376860245","7.02407700299867","7.20118397689612","7.21704223545952","7.82602061316501","6.29668089913134","5.87394909014407"
"205463_s_at","5154","PDGFA","6.50356599631806","7.26152911511541","5.68953550056279","7.81037507710315","7.01761079742465","7.01732637365128","6.5818770581367"
"205464_at","6338","SCNN1B","3.24106997155382","3.24160613698267","3.11493405883818","3.14041025287844","3.17918361674229","3.126381084215","3.17918361674229"
"205466_s_at","9957","HS3ST1","2.81123643081561","4.79211241110931","2.54156598088073","2.28469176563157","3.96152524676452","2.64751992259062","2.44963896353866"
"205467_at","843","CASP10","4.1856040359236","4.408931783733","4.23962797159127","4.47835448655173","4.68834310532926","4.408931783733","4.5022848773594"
"205470_s_at","11012","KLK11","3.85127446845234","3.74523056757236","3.52794641845282","3.70473966063901","3.70473966063901","3.70473966063901","3.70473966063901"
"205471_s_at","1602","DACH1","2.35561572160709","2.0264562183749","2.18631190946537","2.35561572160709","2.3335385018562","2.51731987121157","2.70178094101336"
"205473_at","525","ATP6V1B1","3.53045711080037","3.4032594722533","3.53045711080037","3.49098977224089","3.49098977224089","3.36250989796659","3.49098977224089"
"205474_at","51379","CRLF3","7.45418783091402","7.68013083093094","7.83555144031575","7.54665224456992","7.62559716710443","7.6694709916313","7.52660372443455"
"205475_at","11341","SCRG1","8.73128080118376","7.6604918681981","6.36051793440081","7.60993775067618","7.90799156825582","9.13665382182825","5.60016756590961"
"205476_at","6364","CCL20","3.5405835407324","3.5405835407324","3.37685753270587","3.5559913603667","3.63971015968895","4.40456297093659","3.27331355671121"
"205478_at","5502","PPP1R1A","3.73232307708941","3.61920607279069","3.41143490637178","3.61733100210051","3.85828181897882","3.51083404705901","3.52084705395868"
"205479_s_at","5328","PLAU","7.21097448945908","7.52365014399117","7.99845479427803","7.27223483903193","7.41809134026346","7.80926626992696","6.39496174037988"
"205481_at","134","ADORA1","4.99614226939846","4.9422613383917","5.37355757833785","4.64170017636765","5.63359912445336","4.9422613383917","4.89915965674743"
"205482_x_at","29907","SNX15","6.20967263377406","6.26163486655074","6.33462723299986","6.20967263377406","6.20967263377406","6.20967263377406","6.20967263377406"
"205483_s_at","9636","ISG15","6.26743537686798","6.38301702962037","5.64840226077152","11.2667931263438","7.97459488245348","8.79041387264847","9.70083074208421"
"205484_at","27240","SIT1","4.23629486313785","4.3232006940863","4.19000350916477","4.27584636231715","4.21690476321464","4.23629486313785","4.1782414350009"
"205485_at","6261","RYR1","2.52803885455224","2.47534331399622","2.6970843642964","2.53502484093078","2.52803885455224","2.48772692638122","2.41112319075219"
"205486_at","10420","TESK2","5.03188654596031","4.1867794653474","5.02598701153507","4.94074614007635","4.94074614007635","4.94074614007635","5.03902927191134"
"205487_s_at","51442","VGLL1","4.75815847017832","4.80425467004823","4.50027462834656","4.84598642504906","4.80591097791907","4.84598642504906","4.84598642504906"
"205488_at","3001","GZMA","2.67952550230306","2.84541585147722","2.84551871361802","2.96238006273891","2.88252446769884","2.85325491238062","2.85325491238062"
"205489_at","1428","CRYM","5.82972144256712","5.71113027374152","5.390597472525","5.60237049060039","5.60237049060039","5.60237049060039","5.452426691454"
"205490_x_at","2707","GJB3","5.4077049876281","5.38667507475511","5.22657235636198","5.58569244332079","5.19092050277736","5.16984255977497","5.48756636262614"
"205493_s_at","10570","DPYSL4","6.35630406179015","6.18119824879342","6.8384453130335","6.15826827212698","4.62158636536541","6.94574897094107","6.54150044887427"
"205495_s_at","10578","GNLY","3.56857100061214","3.63318798376494","3.52279673731707","3.91319397066157","3.78695638506774","3.70473966063901","3.27377604130307"
"205496_at","9729","KIAA0408","2.22623193206564","2.21621006687267","2.02623561166672","2.32804915677466","2.22623193206564","2.10153912373995","2.22623193206564"
"205497_at","7728","ZNF175","6.73001634996533","6.60240711295417","6.35996077906248","7.49737183619869","7.15527918953076","6.80428167898479","6.73001634996533"
"205498_at","2690","GHR","4.37151203231747","5.07768022554766","6.74319608532522","6.61314028198583","6.54244555838599","7.09846370033124","7.62108767901094"
"205499_at","27286","SRPX2","7.08656899577969","6.76350978655823","8.1508040970531","7.35688988432851","7.69757581515037","7.19134653912461","5.93915536084042"
"205500_at","727","C5","4.21690476321464","4.09201975032011","4.30768184279633","4.03941225467726","3.98450747080864","4.15469202410611","3.62567271951967"
"205501_at","10846","PDE10A","3.29567349518257","2.68634188907672","2.90198405523887","5.72042992573762","4.35396065511287","4.00759577573742","4.97926431583667"
"205502_at","1586","CYP17A1","3.07814852839784","3.01626217358631","3.19061489741325","3.09314906497229","2.98345816639001","3.01626217358631","3.01626217358631"
"205504_at","695","BTK","3.52140772616583","3.49641561451858","3.62121582114392","3.60839256285547","3.46150390591856","3.52140772616583","3.40447417435466"
"205505_at","2650","GCNT1","6.85099713494785","7.1352750151787","7.23531453553587","6.1911344504355","6.85099713494785","6.85099713494785","6.11866056735777"
"205507_at","22899","ARHGEF15","4.95018151652175","5.03902927191134","4.88237680583056","4.88237680583056","4.71898627686967","4.83291307591989","4.81604974501353"
"205508_at","6324","SCN1B","5.92259830157245","5.98891821391203","5.97616225301878","5.51493010749211","6.24260180503999","5.78634271083734","6.00350110751367"
"205509_at","1360","CPB1","2.65618189821265","2.89443678339265","2.89443678339265","3.01626217358631","2.89443678339265","2.89443678339265","2.85325491238062"
"205511_at","55056","GABPB1-IT1","2.9535898998003","2.9535898998003","3.96314643927856","2.51465206960853","2.91534360186118","3.26400642767616","2.9535898998003"
"205512_s_at","9131","AIFM1","6.55695208916568","6.28964298391153","6.8553761863976","6.49660554519544","7.03699199616936","6.64224931251136","6.50630162130578"
"205513_at","6947","TCN1","3.22357116855717","3.48812541468495","3.20868865849292","2.99955339133499","3.18661143874203","3.20868865849292","3.47968955174335"
"205514_at","55786","ZNF415","4.55867694482934","5.42846107983246","5.23000126438487","5.51074200015728","5.29266770430114","6.30694005747716","6.28210388446632"
"205518_s_at","8418","CMAHP","5.92083340784228","5.87877265023664","4.41574735713087","6.4082327524681","3.77564232190953","5.7965634075872","4.56104812450845"
"205521_at","9941","EXOG","6.15287508340961","6.17273243103482","6.3670603092079","5.96142506622867","6.18177608255015","6.11923108054552","5.9151205255382"
"205522_at","3233","HOXD4","4.3330073634402","4.2061089252285","4.32325608088596","4.84598642504906","5.25360756821217","5.03601798499475","5.28111670211989"
"205523_at","1404","HAPLN1","10.1188054059387","9.10598321971507","4.92819868563692","8.11392113619868","7.96031656739979","7.85449329100491","5.9822493847683"
"205526_s_at","11104","KATNA1","6.91558702833","6.75199787435679","7.01299237059014","6.79028794645273","6.86520961605508","6.9175979792063","6.84037344304423"
"205528_s_at","862","RUNX1T1","5.4024910077703","5.59535328537781","5.01853233947078","5.15713185624928","4.91254817778531","5.28434162345271","6.0644479421851"
"205532_s_at","1004","CDH6","3.15450974843199","6.53249099435556","3.83986220141579","6.07584631104732","6.90485752548557","6.80012101194626","5.95777777057443"
"205538_at","7464","CORO2A","3.32571842455561","2.99664390962484","3.32571842455561","3.18813123556555","2.93509954272194","3.17918361674229","3.17918361674229"
"205539_at","10677","AVIL","3.29041740996798","3.57443663900998","3.52140772616583","3.87569341749213","3.615375552308","3.615375552308","4.3011613348374"
"205540_s_at","10325","RRAGB","4.26977159650626","4.50811278158943","3.90536639446536","4.77725221275012","4.70501752672081","5.45987856225976","4.6578182613817"
"205541_s_at","23708","GSPT2","6.62880657426896","6.64863890348617","6.55727795464947","6.82681500863444","7.20637295994607","7.17432470911154","6.82489200519838"
"205542_at","26872","STEAP1","7.68067015193464","7.21518714535422","8.6199893442738","7.88189296214952","8.65467629366294","9.38887861638375","7.82507173564649"
"205543_at","22824","HSPA4L","2.87974226059009","3.42835476352347","3.41143490637178","3.72273356054291","3.43837662871645","4.28168183939229","3.63978619802083"
"205544_s_at","1380","CR2","2.92760758621261","2.83120505187218","2.83120505187218","2.89878764348544","2.80540395202272","2.68634188907672","2.67988800372625"
"205546_s_at","7297","TYK2","7.60127633730189","7.35702250154566","7.8565331272958","7.08412097789509","7.35702250154566","7.19113984786547","7.35702250154566"
"205548_s_at","10950","BTG3","8.13566149981576","8.41982937537396","8.95219391858801","7.97231549369185","7.77297783656577","8.08536307554773","8.44594374133436"
"205549_at","5121","PCP4","2.83237973723782","3.13752194598234","2.68634188907672","2.76912882999852","2.84136091075977","2.67825093443993","2.75699619035871"
"205550_s_at","9577","BABAM2","7.97025917012059","7.68691630001026","8.10227508950489","8.13401186403576","8.17569477285488","8.34624697249859","8.20613902232978"
"205553_s_at","8048","CSRP3","3.4549773375826","3.4549773375826","3.33226253248431","3.44534459099096","3.76629734551479","3.67993343178331","3.16924357227302"
"205554_s_at","1776","DNASE1L3","3.84778353956163","3.59622370949667","3.09222458520885","3.53501564857733","3.76789158136387","3.56746781879221","3.59622370949667"
"205558_at","7189","TRAF6","5.89682102343623","6.04081602527738","5.9440261802811","5.83292719345793","5.60026104951403","5.89682102343623","5.89682102343623"
"205559_s_at","5125","PCSK5","4.52998005935185","5.34420332389723","6.72807353206287","5.83316120561245","4.74441880213803","6.41442245388267","6.39516593754627"
"205561_at","79734","KCTD17","5.30502137710763","5.37792213838412","5.2900215347664","5.37792213838412","5.39633668712481","5.45980422613753","5.0691221892039"
"205562_at","10557","RPP38","6.30882367150694","6.20409245132246","6.3093410765402","6.26931314254415","6.41472000980505","6.26931314254415","6.17586312041247"
"205563_at","3814","KISS1","2.98575647716462","3.09222458520885","3.19083606553002","3.07333787328693","3.26217792740612","3.01274234485355","2.99725952991565"
"205564_at","9506","PAGE4","3.20230992375374","3.49569795709995","3.58686975310046","3.5559913603667","3.5064937950861","3.5064937950861","3.60510747967896"
