row ID,row m/z,row retention time,row identity (main ID),120.mzXML Peak area,108.mzXML Peak area,114.mzXML Peak area,116.mzXML Peak area,122.mzXML Peak area,124.mzXML Peak area,138.mzXML Peak area,136.mzXML Peak area,142.mzXML Peak area,144.mzXML Peak area,146.mzXML Peak area,140.mzXML Peak area,
703,291.03628475502563,2.037628,,322.50555,341.13126,0,0,295.29254,348.20563,0,0,346.8569,392.1541,0,0,
704,114.07212618865024,2.0415354,,569.101,552.4679,162.58661,486.91473,0,572.3091,0,477.16556,576.76587,598.9938,0,0,
705,922.0097993406464,2.0451791,,0,0,0,6888.6787,0,4348.6377,0,10001.368,0,9854.758,0,0,
706,362.08641139564725,2.0531375,,2527.51,521.03406,1358.2329,1486.8616,1653.8691,860.94525,981.9972,1529.6298,1278.3744,1311.079,2175.4783,1222.0905,
708,262.1291531349731,2.0635684,Camelinin: 0.971,6139.8467,954.3962,5485.172,1230.6713,6640.3354,706.28046,8313.637,8575.544,0,879.85626,6667.4014,0,
711,189.12247290717673,2.068525,N6-Acetyl-L-lysine: 0.842,255.48984,0,259.5478,0,0,0,358.26315,268.17972,0,0,0,0,
712,229.15472277684103,2.0693598,Isoleucylproline: 0.992,3377.6536,940.71027,3848.3442,959.874,1652.8688,931.42474,5003.918,1845.8499,4729.5503,2652.331,3379.307,8989.333,
713,256.98708165950944,2.0702543,,363.8988,0,410.50348,276.16147,471.99826,0,425.04572,328.95563,0,0,444.76828,315.61377,
714,195.99393816487958,2.0722075,,396.308,367.69736,434.52914,391.54492,452.70248,0,399.37262,345.36337,0,0,365.67044,324.722,
715,148.06032242858828,2.0722854,L-Glutamic acid: 0.975,0,0,1399.226,0,1221.4009,235.69537,1465.2771,710.0217,1968.8921,1007.2371,592.9698,286.588,
716,298.0143609922033,2.0766013,2-Chloroticlopidine: 0.162,1265.8817,612.21625,1397.0137,932.27234,1568.6603,619.2923,1402.7496,1130.7242,393.44882,543.58026,1525.9358,1074.0773,
717,210.96754643939292,2.077982,Di-2-propenyl tetrasulfide: 0.010,2700.5957,1597.8518,2709.2896,1855.1697,2926.4905,1596.9512,2686.525,2267.201,1227.6715,1496.3734,2708.0078,2075.8914,
718,154.96752976692352,2.0780187,,419.06314,0,382.60568,226.13533,428.02066,0,370.41776,380.7839,0,0,390.8979,363.48563,
720,228.0087557840122,2.0803971,Nitroglycerin: 0.839,1035.2987,920.829,1016.7476,1072.4016,1039.6189,953.10236,896.7028,936.67975,769.31445,858.43396,1063.7805,1099.6458,
721,923.0119187850904,2.0807667,,0,0,0,2087.7717,779.1777,0,1000.77625,969.9109,0,0,0,0,
723,186.98180020769414,2.0855722,,539.3089,466.93716,542.2534,561.7588,578.54333,494.08005,480.00427,491.82654,403.27368,482.29807,585.91907,595.1928,
724,241.15489638767494,2.0933576,Pirbuterol: 0.969,14372.246,4428.5327,12693.922,2227.35,14525.472,2047.0619,13352.016,6898.241,0,3992.2703,6521.407,4326.1885,
725,291.191669251639,2.1041725,"(9Z,11E,13E,15Z)-4-Oxo-9,11,13,15-octadecatetraenoic acid: 0.565",473.0614,0,676.1612,0,546.97614,0,786.1139,696.41754,0,0,497.42645,0,
726,224.1280719351462,2.1042054,Cerulenin: 0.993,1596.0273,2042.6217,1647.0907,1825.264,1672.1311,670.8294,1518.0859,1359.8152,1034.2913,819.50256,1397.0614,1787.5839,
727,371.6051261861077,2.1079874,,0,1223.383,494.54822,2015.735,0,2399.7068,531.82153,0,1671.3916,2714.8264,0,2386.9023,
728,118.08593644167944,2.1087894,L-Valine: 0.910,4255.508,6300.6206,4187.7,5355.8203,4304.4253,2644.4763,4048.7898,3604.3816,0,3035.0923,3586.792,4507.04,
729,305.09828499123466,2.118067,N-Acetylaspartylglutamic acid: 0.963,0,1674.2526,1542.2644,813.58954,1180.715,1067.9763,1439.9016,608.2041,2240.022,1035.8578,505.70782,733.8785,
730,327.07990074407246,2.1183498,Dihydrosterigmatocystin: 0.346,0,644.0844,721.7728,309.95163,522.6746,430.61966,617.54266,277.11295,836.9654,428.49323,0,291.58173,
731,267.1343830393185,2.1199503,Phenylalanylthreonine: 0.944,0,452.0874,485.47064,452.01843,342.23206,504.3472,468.9298,271.1562,651.55347,525.0039,3354.7996,3728.5234,
732,742.2009431804839,2.1216583,Malvidin 3-(6-malonylglucoside) 5-glucoside: 0.737,0,0,0,0,0,347.12567,0,0,269.2466,400.42365,0,388.30933,
733,358.0204586499718,2.1224902,,0,724.79785,683.0812,362.27957,508.219,490.2954,620.7766,291.52347,835.87756,446.41544,0,306.39246,
734,343.0511949740859,2.12647,Triazolam: 0.998,0,354.31912,350.4913,0,268.92752,0,335.05325,0,419.20874,0,0,0,
736,174.14799749909022,2.1427305,,440.39117,423.3462,402.85703,374.09573,377.47607,416.3158,342.4142,372.63702,319.08,407.66272,0,300.28284,
740,132.10176628282073,2.170485,L-Isoleucine_conf: 0.951,5902.64,5854.8447,6174.0903,6128.7603,7051.146,6530.721,6502.4194,6058.1465,0,0,5683.56,7937.025,
741,139.11906844437516,2.1724107,,8162.06,9324.451,8320.273,8362.239,7972.649,8446.907,7470.3794,7577.012,0,8938.253,7360.746,8423.92,
742,92.11045580585936,2.17426,,1442.201,1640.4629,1470.6982,1481.2833,1361.9073,1471.931,1278.3075,1336.4117,1488.5712,1534.4493,1300.0159,1431.4598,
743,86.09674235181826,2.1746056,Piperidine: 0.877,1254.4835,1255.8058,1330.7566,1259.1392,1549.2966,1385.5095,1355.3962,1270.4633,1743.8129,1410.1201,1203.9861,1654.983,
744,231.02977432945713,2.1788802,"5-(1-Propynyl)-5'-vinyl-2,2'-bithiophene: 0.985",0,0,0,274.60794,233.24644,0,0,0,321.17767,234.91234,0,296.68503,
745,238.04701456620148,2.1842139,,246.49362,321.22855,0,283.43307,0,311.47852,0,0,288.37213,336.91537,0,0,
747,229.15483156386338,2.19565,Isoleucylproline: 0.976,1792.9363,809.6733,1872.2952,873.6878,3175.0916,1197.9097,2511.7217,3243.0627,1241.2814,1455.6072,1875.7542,6847.3657,
749,322.1068813977986,2.2036886,L-L-Homoglutathione: 0.985,639.1793,0,698.6151,0,682.35297,0,726.1163,631.9109,305.46964,307.7026,641.43866,260.1258,
750,118.08624311744869,2.2070432,L-Valine: 0.997,4081.8718,3677.5693,3335.401,2892.3213,3352.616,5586.581,2837.4263,3283.2983,5671.2944,6285.093,3469.0142,2255.4114,
751,241.15506476897983,2.2073848,Pirbuterol: 0.945,6897.618,1840.6162,6196.369,1826.2662,6962.056,1621.1594,6332.7837,12917.772,1838.959,2474.0227,12564.438,2992.1248,
754,310.06842193360006,2.2090778,,281.49728,0,351.30554,0,529.2407,0,533.6569,415.47635,0,0,344.45636,0,
755,303.05032192000675,2.209772,Quercetin: 0.957,196.47188,0,215.80188,0,281.3665,0,273.598,277.07883,0,0,229.90694,0,
756,262.1289862209939,2.210993,Camelinin: 0.950,4199.466,0,0,583.6524,4037.9314,0,4938.0127,5948.297,0,0,4410.871,1284.6798,
757,224.12834619951855,2.2152483,Cerulenin: 0.966,923.56866,0,872.0096,679.0096,908.4455,2002.7084,697.9895,792.3229,1942.7943,2093.5784,837.3889,669.3826,
759,271.9724405162905,2.2315624,,0,0,444.61737,0,0,0,408.56924,233.88272,0,0,374.3066,0,
761,408.0050316137313,2.2332332,,615.0403,0,693.8514,0,811.7209,0,580.29333,612.92694,0,0,615.712,0,
762,268.105185412552,2.2350473,Adenosine_conf: 0.921,0,65278.51,0,74453.5,0,68234.03,73754.7,0,0,80295.32,0,54517.816,
763,101.02346774492652,2.2351668,Succinic anhydride: 0.951,1809.1057,451.8252,2009.8918,350.31882,2345.2788,336.14178,1647.2147,1698.347,589.9135,0,1791.4221,552.2276,
764,289.9829283039244,2.2356834,,2846.9226,531.2978,3174.418,418.23053,3639.2532,360.76712,2841.276,2820.1248,699.83826,284.54358,2808.2412,678.34467,
766,393.03464904810426,2.236686,,352.52768,0,404.85748,0,458.18777,0,354.24365,389.54697,0,0,366.27164,0,
767,275.0082227054829,2.2370625,4-Ketocyclophosphamide: 0.620,2588.843,466.31113,2808.8037,394.7156,3146.347,319.7954,2660.4695,2842.4236,515.20917,272.10678,2683.1343,580.87225,
768,379.0457451948636,2.2377527,6-Methylthiopurine 5'-monophosphate ribonucleotide: 0.874,3525.8992,535.60706,4045.613,415.41034,4384.761,300.1666,3182.3125,3528.3877,773.8136,238.60207,3689.2512,737.2885,
769,243.0089648261926,2.2380667,"5-(Methylthio)-2,3-dioxopentyl phosphate: 0.960",436.9722,0,488.46945,0,541.1784,0,420.12692,489.79684,0,0,486.32227,0,
771,171.9568148376118,2.238786,,1884.1083,602.8218,1992.8918,562.9157,2196.3398,501.73227,1941.753,2057.832,648.7583,434.8225,1922.8975,699.6556,
772,259.03033997310325,2.2401335,,852.9876,0,988.12274,0,1045.9406,0,935.0933,944.34625,0,0,887.3583,0,
773,215.01110134882157,2.2401383,,506.14825,0,528.50305,0,552.32904,0,474.47812,554.67236,182.66937,0,534.6458,0,
774,212.98311915494295,2.2405126,,5792.9937,2099.392,6421.703,1906.7085,6784.3364,1624.9586,6057.238,6389.9243,2168.4207,1441.688,6025.787,2318.0261,
775,169.0008977982884,2.2408278,,457.2314,0,521.43665,0,551.3546,0,476.28424,510.55905,0,0,500.14322,0,
776,112.96681847229048,2.241206,,4606.489,1752.7255,5173.606,1730.9082,5429.9453,1807.044,4448.7407,5141.018,2399.5596,1418.34,5255.185,2131.502,
777,439.05253339752744,2.2422416,,1399.75,505.00125,935.57983,604.6972,1036.3009,485.03403,706.6465,1059.9363,275.59183,584.3123,1196.0305,415.84283,
778,136.06235007893562,2.2429307,Adenine: 0.858,45637.008,21700.162,33837.797,25411.537,37576.094,22798.291,26810.875,37769.977,29650.64,27927.895,43625.055,19017.215,
779,119.03551246093376,2.243621,Methylmalonic acid: 0.544,2772.9514,1352.2529,2075.6362,1573.3904,2274.0032,1406.6326,1661.457,2412.907,1838.4045,1700.1554,2645.3926,1145.0399,
780,268.2365696428289,2.2436197,,9255.92,4133.6914,6697.3105,4969.4517,7277.3237,4471.108,4830.1357,7378.8774,5902.5156,5440.9604,8580.029,3328.4436,
781,125.95178200186979,2.2446036,,990.9952,344.99292,1031.9669,0,1131.1388,0,982.94214,1069.0366,346.56778,0,991.127,395.2744,
782,161.00238941373544,2.2447033,,824.9115,401.91052,883.798,354.93365,941.3766,0,766.91345,903.5427,412.3725,0,860.76086,444.18765,
783,261.0197006274412,2.245343,Phosphatidylcholine O-34:2: 0.948,5156.056,1712.6804,5602.751,1462.1722,5842.8594,1162.6156,4887.359,5672.989,1949.3562,954.14166,5553.5103,2035.4169,
784,156.9812975211012,2.2474165,,1203.6266,691.0261,1302.7473,642.0067,1314.8912,579.6515,1233.1495,1220.8569,710.23114,513.4923,1220.397,701.20416,
786,269.1076517196677,2.2494335,Moclobemide: 0.688,16361.668,0,12297.022,0,13320.208,0,0,13692.83,11046.36,0,15600.607,0,
787,109.05217697651415,2.249462,"2,2-Dihydroperoxypropane: 0.192",403.7132,0,345.21967,0,360.85522,0,0,380.4117,307.5515,300.94815,466.93213,0,
788,269.93384549500416,2.2498348,,1726.6113,766.9326,1889.6708,653.7503,2049.874,587.0771,1855.4464,1793.3884,808.6875,524.0279,1673.3197,915.42084,
789,290.08395904546836,2.250289,N-Succinyl-2-amino-6-ketopimelate: 0.646,755.59503,0,636.0615,0,675.82587,405.0881,449.56186,495.09872,738.74884,438.83554,590.3238,0,
790,136.1571674024364,2.2528832,,2538.2788,0,1618.8505,0,1862.2357,0,0,1822.333,1431.3717,0,2352.6335,0,
792,460.9327877806864,2.2608473,,553.7333,0,569.6988,0,612.2386,0,528.5166,535.57495,0,0,515.2883,0,
794,238.98027144266626,2.2696126,,0,442.75827,0,0,0,383.07736,0,0,399.78494,0,0,414.3492,
795,188.99812163380702,2.275028,2-Chloro-5-methyl-cis-dienelactone: 0.434,1248.0486,1977.1053,1755.639,1728.6528,1764.9742,1655.4932,1403.6544,975.60266,1754.6371,1562.2002,1068.3892,1825.8992,
799,276.00599476349475,2.3160584,,874.3426,0,753.172,0,950.592,0,681.8564,1050.9846,0,0,1035.368,0,
800,396.10719869208714,2.31966,,0,0,476.1557,0,923.28174,0,506.5104,0,592.84454,0,0,323.9396,
803,351.08929416027974,2.3254375,,306.07983,0,0,0,210.73203,0,0,466.70374,0,0,492.36505,0,
805,247.0443818090499,2.3300595,,573.7959,0,424.78848,0,505.61505,0,377.06213,702.69617,262.6506,0,716.74756,0,
807,233.06047036578607,2.3352082,"(2E,11Z)-5-[5-(Methylthio)-4-penten-2-ynyl]-2-furanacrolein: 0.627",1937.048,0,932.8847,297.64856,1099.2673,634.00525,832.9746,2754.668,1604.2198,0,2960.21,534.926,
808,199.00343475905282,2.3357773,Dihydroxyacetone Phosphate Acyl Ester: 0.461,470.48962,0,316.37375,0,337.30328,232.14058,276.33298,554.53876,410.87512,0,585.7624,0,
809,255.9540854546161,2.336415,,545.7583,0,361.5145,0,395.295,309.92975,355.83255,573.0541,432.4276,0,624.6812,278.18967,
810,133.00780737680114,2.336797,,1076.9564,573.92664,930.243,731.09973,929.4847,928.32184,807.4548,1019.81647,1097.111,583.1113,1103.3259,851.82214,
811,105.01317484793806,2.3377476,,328.53644,0,191.1681,0,223.81337,0,192.31354,412.29227,335.85135,0,459.5972,0,
812,217.99734380780686,2.3383381,,454.09778,0,208.31572,0,250.99744,0,188.4647,547.9577,351.5861,0,612.4294,0,
813,156.99151580541456,2.33902,Phosphoglycolic acid: 0.604,380.46832,0,0,0,252.79805,0,0,464.09302,335.21808,0,470.16028,0,
815,262.02426838023376,2.3410416,,821.51526,0,0,0,0,0,0,961.8816,278.3608,0,1029.5854,0,
818,365.1118457751391,2.3447344,Bumetanide: 0.569,342.60104,380.59683,942.00824,526.7141,955.7577,613.9699,1134.3296,483.5794,523.5272,784.5435,584.2545,474.47052,
819,191.0492991889995,2.3462167,Nitroxoline: 0.271,287.31168,0,0,0,0,0,0,366.67868,265.90622,0,368.17426,0,
820,147.02419585774913,2.34725,,313.81213,0,0,0,0,0,0,409.89072,312.56766,0,449.23233,0,
821,132.10197311850962,2.3505988,L-Leucine_conf: 0.990,14915.177,13959.223,15281.705,15191.983,16764.844,15116.2705,16413.914,14473.491,8651.743,6720.107,13296.701,18419.88,
822,288.0660202635708,2.356046,Cyanidin: 0.632,0,359.16324,0,0,340.89667,0,315.46704,457.23895,0,0,0,0,
823,466.1124363314908,2.360002,Delphinidin 3-glucoside: 0.867,422.20306,516.2432,0,260.64377,0,356.51352,0,331.24393,0,1016.0016,546.0887,430.7314,
824,323.1355908173646,2.3620944,N6-cis-p-Coumaroylserotonin: 0.646,290.4972,314.63458,272.1697,318.70486,0,314.55127,295.90222,0,193.75215,329.5429,0,329.4917,
825,139.11913240132685,2.3688903,,10308.892,10976.695,10191.477,10192.735,9845.722,10362.877,9157.691,9478.289,8714.226,10942.089,9313.811,10155.959,
826,387.08885354954424,2.3747225,,689.7002,0,477.64508,0,549.3329,0,478.32596,420.12766,0,0,578.09125,0,
828,454.231198817102,2.384329,20-Oxo-leukotriene E4: 0.603,0,220.12885,0,257.22574,239.78044,250.38171,260.207,0,340.8634,287.3445,0,318.9341,
829,316.1196067920293,2.3843915,Citpressine II: 0.825,0,0,0,0,288.3632,277.24435,303.8623,0,396.402,291.551,0,356.23834,
830,92.11052267536225,2.3861415,,1573.979,1671.9741,1554.474,1605.0077,1461.4946,1586.1561,1410.4215,1443.8511,1523.147,1649.0156,1448.3428,1523.2688,
831,86.09680012174336,2.386486,Piperidine: 0.855,2702.3235,2563.6086,2778.7007,2773.248,3114.1416,2776.1504,3019.7246,2623.923,3585.1829,2939.9746,2486.5051,3328.8328,
832,231.02993819112103,2.3940792,"5-(1-Propynyl)-5'-vinyl-2,2'-bithiophene: 0.961",589.4247,646.0003,609.8138,668.5146,543.6425,628.76013,607.0563,550.3785,804.7247,718.78827,472.7793,742.639,
835,300.0844759170249,2.402325,D-4'-Phosphopantothenate: 0.978,314.56036,0,243.67186,0,758.6064,0,379.04782,334.8059,0,0,352.6069,0,
838,202.1071411768741,2.4074085,"1',2'-Dihydro-1,1'-dimethyl-2'-oxo-4,4'-bipyridinium(1+): 0.518",0,0,0,0,677.83984,0,315.83554,300.04395,0,0,313.90244,0,
841,922.0098008691509,2.4345062,,3556.1602,25294.281,3600.4011,3958.6523,3390.5574,4919.0566,3524.268,25451.22,0,0,0,0,
842,330.0602914188404,2.4441206,Cyclic AMP: 0.950,1161.9626,850.2228,1467.6879,702.17004,1439.4169,651.41437,1597.5645,1423.9751,824.488,530.0111,1469.6522,801.6533,
843,224.128582604015,2.4671485,Cerulenin: 0.931,1436.6389,1013.21985,0,676.8739,1465.5583,1485.0618,670.995,1352.7394,522.13983,1574.8286,638.0659,533.8112,
845,241.1552449325698,2.4850166,Pirbuterol: 0.920,3776.9353,0,3230.4983,0,3711.1086,1324.3403,3311.1938,3562.3828,0,1275.7517,3194.356,0,
846,229.15514581587283,2.4949574,Isoleucylproline: 0.931,1498.2379,0,1613.6849,876.6737,1387.003,861.7565,2140.307,1597.9651,1503.8962,1318.955,1497.9265,7004.1323,
848,118.08647056042884,2.5317695,L-Valine: 0.939,4511.607,2333.3127,1927.4688,2020.9476,4583.5264,2549.481,1489.0359,4081.708,1510.5562,1672.814,1295.4297,1333.7018,
849,136.04356665845586,2.541506,Homocysteine: 0.782,0,569.2062,743.4125,0,0,609.26074,970.29724,0,1204.1932,844.5539,2093.0286,1734.4775,
850,224.12845765270183,2.5424306,Cerulenin: 0.950,0,1535.8678,1419.0792,439.11646,0,0,495.39148,0,1657.3402,0,633.3094,0,
851,153.06262608587258,2.543496,N1-Methyl-2-pyridone-5-carboxamide: 0.297,0,0,0,790.29456,939.07135,0,0,0,0,918.876,0,1208.0518,
852,466.1125318330439,2.5434966,Delphinidin 3-glucoside: 0.860,519.6454,564.9149,320.03894,352.7036,543.7642,340.26163,0,346.4796,0,1136.7992,532.14264,428.68423,
853,322.05456165391496,2.5459597,,282.87854,200.23425,222.75197,209.35007,219.72675,207.91487,0,237.53003,0,0,0,0,
854,135.03123433259137,2.5508525,"3,3-Dimethyl-1,2-dithiolane: 0.614",561.6524,398.5875,473.41693,451.6882,526.21234,0,0,413.55908,0,0,0,0,
855,175.04412398845776,2.5508723,1-Oxo-1H-2-benzopyran-3-carboxaldehyde: 0.019,0,0,273.9604,0,0,0,364.81146,0,587.0763,285.91644,562.67944,529.3013,
856,112.966770311485,2.554069,,0,330.8249,0,292.2695,0,0,588.924,906.8862,444.49222,0,722.387,239.84239,
857,306.0814881668392,2.5545442,Sertraline: 0.956,479.82565,397.2723,413.30603,371.15338,413.53525,380.23804,343.14514,384.0865,359.17603,348.44028,410.127,337.7808,
858,284.0997092754397,2.5593765,Guanosine_conf: 0.924,3299.419,2483.4614,2970.7166,2824.6372,2992.7227,2941.5815,2459.6978,2355.3708,2940.5356,2744.0132,2568.413,2771.2842,
859,199.00359025489,2.559686,Dihydroxyacetone Phosphate Acyl Ester: 0.435,0,309.09314,267.69052,316.0323,0,0,287.10974,0,298.86606,0,302.68826,0,
862,152.05696125727283,2.5647404,Guanine_conf: 0.927,0,7422.2314,9037.5205,0,0,8428.912,7538.175,7592.5215,8535.191,0,8190.513,0,
864,276.14496068487887,2.5700529,meta-O-Dealkylated flecainide: 0.773,1228.1923,0,630.4849,0,883.91565,0,784.10834,1141.6848,0,0,1148.2312,0,
869,552.1792286204532,2.593377,Bosentan: 0.282,0,0,236.70251,371.5605,209.14543,389.60684,264.75064,0,307.59186,310.64078,0,493.4812,
876,291.0706392780858,2.5969903,Dedimethylchlorpromazine: 0.876,2477.5332,3657.2346,3124.4368,4430.832,2653.0623,4469.451,3394.5212,2037.8683,3395.2913,3947.0618,2163.8513,5252.293,
877,697.6696350517341,2.5971625,,0,0,0,305.7476,0,327.62143,0,0,0,180.81049,0,631.38635,
878,159.02699242377577,2.6008153,Zymonic acid: 0.621,341.21298,520.87103,422.16837,624.56055,376.82376,676.9705,509.01205,0,395.79147,581.1627,0,749.6577,
879,140.0682747613224,2.6008832,"3,4-Dihydroxybenzylamine: 0.445",439.55057,572.21454,468.0685,634.6711,419.8354,679.0158,451.6115,391.0655,412.7186,543.1023,0,529.0303,
880,138.0485390125091,2.602888,,3111.749,4425.1245,4042.1377,6272.5405,3438.0947,6521.5127,4559.438,0,5180.6533,5548.477,0,8479.185,
881,559.1511352946831,2.6028557,Sulforhodamine B: 0.667,3387.9893,6220.846,4756.283,9206.399,3653.3672,9785.04,5184.8325,2244.8337,6026.553,7573.233,2057.9802,10975.963,
882,307.04508364489334,2.6032028,"2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate: 0.974",1871.5515,2816.404,2251.566,3399.0557,1887.02,3631.9697,2409.402,1572.5088,2414.7551,3051.2126,1449.0809,3502.613,
883,137.142112456312,2.604582,,2548.184,4081.2107,3665.9155,6293.167,2955.8342,6650.367,4201.3354,1502.911,5093.2114,5393.4263,1561.9983,8909.35,
884,537.1694080253318,2.6045778,Salviaflaside methyl ester: 0.433,2608.0803,5378.392,4518.8433,12342.684,3185.8806,12860.111,6360.9014,1250.4673,7926.135,9353.446,1305.9572,22872.43,
885,429.59087982839657,2.6049583,,210.45486,456.6037,371.47394,933.7938,271.95514,991.59845,508.83893,0,678.5305,737.7588,0,1413.823,
886,119.03499260495421,2.6052709,Methylmalonic acid: 0.690,448.44748,685.9771,700.2153,957.86957,596.0641,1025.1388,751.5901,344.7844,784.84454,857.4217,365.3554,1279.1729,
887,269.08896134027367,2.6052723,Inosine_conf: 0.925,2485.0618,3786.7312,3341.479,6323.7446,2738.7253,6650.5894,3962.9749,1561.616,4695.8833,5169.25,1650.1554,10026.61,
888,575.1253236240414,2.6057787,Rubroskyrin: 0.599,1131.1816,1876.5829,1476.0742,2557.7258,1212.1935,2688.5303,1591.2333,789.9059,1698.0957,2234.535,0,2694.185,
889,636.0960891869124,2.605785,,294.70755,499.73193,422.41345,826.69904,319.1516,882.2583,510.25504,0,688.6208,728.0342,0,1126.8121,
890,110.03477720196412,2.6059625,4-Bromocatechol: 0.560,1190.2145,1467.3224,1453.2257,2076.4097,1244.9025,2153.2468,1525.2094,796.433,1760.4882,1866.2129,806.5601,2753.393,
892,326.00729787886405,2.6062167,,0,400.98257,328.1998,664.65094,260.69354,704.05475,429.51407,0,523.49304,574.3027,0,896.9882,
893,235.97433708709286,2.6066132,,453.93896,582.19574,527.2823,714.3553,460.81293,743.5133,564.038,0,686.247,686.9278,0,786.9409,
896,458.04930591709166,2.6069856,,0,342.295,288.3212,529.0058,0,577.7915,353.6574,0,449.83865,485.61618,0,722.5621,
897,408.1493327384913,2.6069984,8-Carboxymethyldihydrochelerythrine: 0.578,941.9331,1370.3514,1102.8872,1519.4384,962.7634,1705.8448,1091.1127,721.88464,1171.0626,1519.6796,594.99756,1415.1824,
898,597.147305928208,2.6069813,Quercetin 3-arabinoside 7-glucoside: 0.872,0,403.54636,263.94092,766.6488,0,835.9404,300.65155,0,598.8906,652.2808,0,1195.7332,
899,368.01672094859515,2.6104486,,1239.9856,1608.8163,1423.2882,1896.8595,1296.2147,2094.6636,1506.4144,881.4822,1851.7247,1895.8785,838.04755,2243.7065,
900,563.6304410986734,2.6108284,,0,214.56294,0,590.7433,0,631.5629,270.7837,0,379.6418,421.71442,0,1042.43,
901,353.0411321072919,2.6111271,,0,441.0048,414.7954,536.7038,0,603.2191,415.007,0,544.40826,546.98303,0,660.81213,
902,419.9874607908042,2.6111667,,391.13525,469.53986,449.62955,555.24805,402.09518,592.91327,472.20886,0,519.6758,534.15796,0,626.4772,
903,118.0865006250542,2.612146,L-Valine: 0.931,0,1447.3512,0,0,0,0,0,0,1933.0409,1409.4822,1577.1626,0,
904,174.99532022137393,2.6142833,,0,274.42242,0,0,0,371.08963,0,0,359.62518,401.01797,0,434.30252,
905,858.1699813092771,2.6143732,,0,0,0,346.82425,0,362.45212,0,0,213.88867,239.65433,0,647.75104,
906,230.99542745657453,2.614895,Diazoxide: 0.491,363.9298,547.95575,490.12872,663.9548,441.78848,693.423,541.10675,0,552.3386,649.49396,0,773.203,
907,422.1027844154485,2.6152034,,0,0,0,323.58243,0,351.89612,0,0,225.87312,266.48718,0,506.66306,
908,363.56955729293253,2.6175625,,0,0,0,277.59586,0,291.60602,0,0,206.89598,0,0,416.82446,
909,327.14183285461814,2.6187303,1-Methoxy-3-(4-hydroxyphenyl)-2E-propenal 4'-glucoside: 0.797,1224.4698,1737.7979,1293.1791,1714.6683,1229.7887,1974.1189,1183.0947,1016.9324,1671.0659,1929.8478,898.678,1694.6573,
910,329.06776211426717,2.6204777,"2,3-Epoxyaflatoxin B1: 0.779",0,458.54272,0,585.0344,0,631.3767,0,0,609.12494,588.5289,0,731.03503,
912,432.1547766321746,2.6241426,Oxynarcotine: 0.189,709.70703,0,427.33072,368.25626,530.9297,231.4538,388.02377,305.12177,0,0,433.01,301.6681,
914,147.04756673850437,2.6351438,Dihydro-2-methoxy-2-methyl-3(2H)-thiophenone: 0.968,2055.2524,0,992.59875,542.1822,1402.0798,289.8396,1017.44226,1430.1398,0,0,1887.6898,0,
915,153.06557049146892,2.6694555,N1-Methyl-2-pyridone-5-carboxamide: 0.938,1398.7369,606.3044,738.4218,544.81134,732.89526,677.4024,922.83496,528.59125,1217.3167,967.36536,2082.2432,1818.6254,
916,219.1426888485719,2.6928942,(S)-3-Mercaptohexyl pentanoate: 0.793,8706.462,0,8710.779,0,9051.268,0,11619.791,9197.004,0,0,9709.592,0,
917,218.2586947967603,2.6934857,,4612.17,0,4729.087,1433.8605,4899.686,0,6769.555,5058.2637,0,0,5334.0303,0,
919,159.06519868480942,2.6956806,Succinylacetone: 0.997,1671.5939,683.64294,1699.2219,804.08923,1802.9515,550.88885,2314.009,1839.0408,506.68866,398.6621,1893.9493,760.6071,
920,435.27042195758077,2.6956556,"(12S,15S)-15-O-Demethyl-10,29-dideoxy-11,12-dihydro-striatin C: 0.717",585.8754,0,595.3777,0,682.4198,0,1549.3649,750.372,0,0,800.50287,0,
921,218.13978836013277,2.6957057,Propionyl-L-carnitine (C3)_conf: 0.908,0,29986.879,0,34071.85,0,24905.572,0,0,22411.664,18590.312,0,31447.75,
926,229.15518631489536,2.76021,Isoleucylproline: 0.925,756.8494,493.85754,818.5206,478.28046,654.0102,513.5164,902.8504,727.2222,957.3469,868.3956,740.4433,4812.425,
930,217.02890502623362,2.803029,,0,0,658.0043,0,0,0,731.46356,741.24994,0,0,399.01074,0,
932,199.9878665336021,2.8061376,,0,0,940.6061,0,0,0,1253.0958,1083.9299,0,0,530.4411,0,
935,301.13995937991467,2.8645465,Norfloxacin: 0.764,411.55347,0,0,0,500.01828,0,546.679,522.93713,0,0,499.73972,0,
940,256.09749012531483,2.8907018,Ketorolac: 0.913,1447.7888,0,1407.6521,334.45673,1439.7665,0,1728.7634,1616.1736,0,0,1770.9148,369.3466,
949,486.06245932619413,2.9027083,,608.8549,0,679.0521,0,712.8664,0,992.9481,718.18115,0,0,631.5651,0,
951,402.97225663312133,2.9057124,,1038.0487,0,1114.3325,620.6559,1234.0791,0,1499.0697,1147.9297,0,0,1051.7574,641.1704,
953,502.0312073089014,2.9068527,,467.06403,0,524.50024,0,560.52234,0,777.0163,551.0441,0,0,501.7142,0,
954,162.0749384491266,2.9077,Aminoadipic acid: 0.764,0,0,380.4211,0,431.00476,0,586.84424,458.43295,0,0,0,0,
956,517.0038330967376,2.9102883,,1485.511,422.2622,1627.658,817.6821,1815.6105,0,2576.795,1798.7325,0,466.18893,1542.8063,807.69696,
