row ID,row m/z,row retention time,row identity (main ID),120.mzXML Peak area,108.mzXML Peak area,114.mzXML Peak area,116.mzXML Peak area,122.mzXML Peak area,124.mzXML Peak area,138.mzXML Peak area,136.mzXML Peak area,142.mzXML Peak area,144.mzXML Peak area,146.mzXML Peak area,140.mzXML Peak area,
1664,116.97665063131262,9.485771,,2449.4844,0,1931.5798,0,0,0,1797.2955,0,0,0,2166.6758,0,
1666,224.12882086896818,9.512108,Cerulenin: 0.896,0,0,1410.2229,0,796.226,431.3563,1324.5623,698.3088,597.9846,0,1129.6598,0,
1676,384.56560459495483,9.6533,,0,0,1517.5577,0,1651.9572,0,1535.9736,425.16074,0,0,526.69574,0,
1677,290.1606868835679,9.669356,3-Methylglutarylcarnitine: 0.900,0,0,0,349.40698,249.36932,298.3625,382.65793,0,0,0,0,378.4441,
1680,114.09163204638287,9.675111,"2,5-Dihydro-2,4,5-trimethyloxazole: 0.915",641.7597,382.9743,601.68646,602.7717,560.6152,526.77454,692.7037,545.14575,688.16907,615.0032,645.53436,734.9863,
1681,224.12885113536495,9.683114,Cerulenin: 0.891,0,0,1637.7407,0,634.5127,0,984.7931,747.9468,0,0,910.61255,0,
1682,295.16609813450214,9.6964445,Isoleucyl-Tyrosine: 0.902,474.84747,239.54616,695.99176,243.57802,613.2581,0,529.20526,511.13626,0,0,527.82837,218.43288,
1687,471.9938986077256,9.72499,,512.6041,0,593.0888,0,1862.5831,0,1824.2627,1712.0404,0,0,0,0,
1691,178.13395197727345,9.746073,Bethanidine: 0.985,1379.5012,5463.8477,9834.656,12546.434,0,7016.5728,4524.2344,6175.9976,2429.4646,24286.547,663.1088,0,
1696,298.097862559011,9.780024,5'-Methylthioadenosine: 0.885,3310.1636,1840.1838,4319.351,2018.2333,4445.4355,1165.0745,4393.3115,4555.3564,1587.9436,1562.3058,4340.573,1750.7303,
1698,366.38887710925667,9.787607,,1363.3599,0,0,0,1647.9418,0,0,2047.9293,0,0,1799.9506,0,
1702,630.0771252101089,9.794906,,681.0373,0,1013.8387,0,945.24176,0,1382.9078,1066.1523,0,0,748.0426,0,
1703,374.3747609358309,9.795597,,1013.80676,0,1508.4078,0,1216.4946,0,1639.7444,1541.3881,0,0,1327.6178,0,
1708,384.3630718994793,9.800422,,1032.3118,0,1506.5955,0,1162.7751,0,1649.2346,1526.6837,0,0,1336.9779,0,
1709,423.7334445371417,9.800427,,414.37643,0,352.45764,0,461.51886,0,398.60944,384.4322,0,0,406.35144,0,
1712,549.0779207045923,9.810695,Dolichol phosphate: 0.381,0,903.325,0,1773.3158,0,807.1579,0,0,348.94302,1407.0583,0,972.9787,
1715,276.1815594027707,9.85387,3-Hydroxyhexanoylcarnitine: 0.878,6032.8896,2223.699,4323.719,2900.7727,6393.8276,2790.3835,8251.03,10431.184,1562.4877,1222.3547,10190.952,2302.6035,
1722,401.25123829275645,9.905328,,305.71835,0,236.08342,0,261.55875,0,315.28586,255.68388,0,0,257.2521,0,
1723,239.14970775461316,9.913226,,998.14667,1327.3691,1791.8378,1784.867,1788.2758,1760.3932,1500.2996,2216.4175,1680.2506,3177.591,999.42456,2766.5852,
1724,277.1056220708259,9.915167,Ascochitine: 0.828,0,0,339.3118,0,321.22284,0,267.12262,412.8793,271.40405,672.33295,0,567.78564,
1727,261.1374603303576,9.919803,Glycerol tripropanoate: 0.464,0,3023.277,0,3505.8855,0,3555.695,4890.2036,0,3806.1177,5126.285,0,4857.949,
1729,224.12892285369603,9.931556,Cerulenin: 0.881,741.48926,0,406.84473,0,567.23157,0,553.18494,1054.2239,0,0,467.57178,0,
1733,471.9941335050318,9.948806,,2177.4756,0,2054.0234,0,2307.3933,0,1909.8159,1801.5515,0,0,2033.8818,0,
1734,456.517263029535,9.948973,,0,0,1160.2247,0,1281.6461,0,1558.8593,491.05783,0,0,1060.4388,0,
1736,365.589301999134,9.959071,,324.04608,0,0,0,0,0,289.23407,627.3241,0,0,493.37808,0,
1743,392.04825636890916,9.965283,,390.32428,0,0,0,0,0,317.40637,665.08734,0,0,510.93195,0,
1760,118.0866056247581,10.042024,L-Valine: 0.901,1923.1202,0,2134.4263,0,0,0,1096.3134,1103.3422,0,0,1755.2062,0,
1761,290.19694377915084,10.050146,"Dihydro-2,4,6-tris(2-methylpropyl)-4h-1,3,5-dithiazine: 0.986",639.9467,0,0,0,282.5268,0,330.88382,676.5737,0,0,515.00684,0,
1763,140.10679979881323,10.125507,9-Azabicyclo[3.3.1]nonan-3-one: 0.955,0,0,0,490.84726,0,0,1657.6343,0,0,1082.0284,0,1384.3743,
1766,244.15531469460265,10.160648,Tiglylcarnitine: 0.866,4066.3127,4626.9873,7391.399,9180.335,1868.82,3220.6626,9160.682,10690.711,1316.1545,999.0651,11024.039,3346.8452,
1767,490.1799536374098,10.161988,,0,218.77562,0,199.8535,0,214.52686,0,0,281.63965,222.34445,0,193.7947,
1769,529.275335560973,10.17285,Physapubenolide: 0.732,0,0,0,0,0,237.65692,243.75505,221.97917,279.9916,0,0,271.55515,
1771,445.1389470943765,10.21648,Artomunoxanthentrione: 0.194,0,0,628.1881,0,257.1309,0,862.83014,691.21735,0,0,600.96387,0,
1776,140.10683105620902,10.377157,9-Azabicyclo[3.3.1]nonan-3-one: 0.962,0,1722.475,0,687.21313,1719.1538,1391.182,611.68085,1086.0388,0,0,0,1288.9851,
1778,307.9672658106694,10.388887,,0,665.68335,0,661.65814,0,551.1105,304.73123,0,659.0689,670.2481,1007.4139,1196.7253,
1785,550.4061985441889,10.429168,,910.01685,0,947.9245,0,1071.977,0,1001.1579,1008.3406,0,0,912.6396,0,
1787,810.1254360870566,10.430958,Acetyl-CoA_conf: 0.841,1762.5275,0,1785.7809,428.47998,1777.1625,0,0,0,0,0,0,0,
1789,786.1638225831653,10.431155,Flavin adenine dinucleotide (FAD)_conf: 0.984,0,3215.1494,0,5090.779,0,2937.7659,0,0,4122.7173,3801.254,0,4674.055,
1790,420.04761171706286,10.431712,"S-(2,2-Dichloro-1-hydroxy)ethyl glutathione: 0.345",0,5376.8477,0,7094.2085,0,5072.9663,0,0,0,6000.4526,0,0,
1791,812.4564019365772,10.431928,"PS(DiMe(9,3)/DiMe(9,3)): 0.408",400.24728,0,438.89294,0,524.3596,0,471.98007,493.82816,0,0,413.95105,0,
1792,439.10126660440466,10.432043,"Riboflavin cyclic-4',5'-phosphate: 0.995",0,4648.517,0,6605.4185,0,4278.6963,0,0,0,5234.328,0,6100.92,
1793,559.7267504702079,10.433309,,708.7032,0,717.56537,0,830.7622,0,733.14136,741.3029,0,0,692.29614,0,
1794,405.5660165267775,10.433332,,0,2776.2214,0,0,0,2594.8289,0,0,3243.9248,3056.377,0,3408.682,
1798,288.3545208009321,10.434547,,777.8564,0,744.7708,0,806.44275,0,731.3782,707.252,0,0,0,375.35406,
1799,119.03586323949281,10.434689,Methylmalonic acid: 0.446,975.8021,0,1016.0396,0,1059.081,0,1126.9932,1244.9978,0,0,1099.9481,0,
1800,136.06222679863455,10.435182,Adenine: 0.889,0,3677.842,12986.676,4646.375,13318.221,0,13901.434,0,0,0,0,3899.6992,
1801,808.1439294838061,10.4360695,,1249.6875,0,1281.1829,0,1526.4366,0,1346.8795,1342.4429,0,0,1248.7842,0,
1802,811.7912399924579,10.4360695,,563.06104,0,570.7891,0,706.0003,0,634.07214,668.59344,0,0,563.7122,0,
1805,550.7396457430123,10.436764,,424.22064,0,433.66464,0,506.10724,0,485.9107,488.85498,0,0,474.0654,0,
1806,787.1672617152007,10.436762,,10787.9,0,11367.259,0,13820.447,0,13083.63,13144.508,0,0,11686.394,0,
1807,817.1182126989619,10.436767,,392.42828,0,399.49072,0,490.46033,0,435.8641,435.40405,0,0,385.24408,0,
1808,243.08980086283037,10.4373665,Flumequine: 0.889,602.8569,0,0,0,0,0,617.02,617.60114,0,0,590.6858,0,
1809,798.1426338227789,10.43745,,1784.2988,0,1887.1559,0,2267.8335,0,2157.624,2157.4456,0,0,1894.8846,0,
1810,805.1360424606893,10.437452,,813.2657,0,853.97644,0,1036.7384,0,947.2967,939.9372,0,0,867.21014,0,
1811,829.7643820762838,10.437453,"TG(15:0/18:3(6Z,9Z,12Z)/O-18:0): 0.999",435.0217,0,447.26175,0,497.91525,0,452.44254,491.30093,0,0,438.31686,0,
1812,812.6235280169311,10.437461,"PC(16:1(9Z)/22:2(13Z,16Z)): 0.707",3636.402,0,3766.905,435.505,4623.2734,0,4216.1973,4257.193,264.9623,289.5979,3813.3003,347.27322,
1813,550.0720031843804,10.438142,,1167.1417,0,1151.1611,0,1328.3418,0,1217.1328,1238.2421,0,0,1125.4855,0,
1814,624.6115462814166,10.438139,Cer(d18:0/22:0): 0.073,783.68054,0,805.49225,0,943.66595,0,857.72723,879.9815,0,0,772.63666,0,
1815,440.1044085794452,10.438285,,4678.892,0,4857.7754,0,5552.348,0,5199.03,5290.6846,1120.0857,0,4879.082,0,
1816,412.5599799042861,10.438745,,4344.81,1273.7695,4301.676,1672.6611,0,1195.6517,4347.446,4323.9727,1560.2612,1426.2963,4146.247,1585.3031,
1817,832.099325930168,10.439569,,485.11536,0,497.3321,0,0,0,499.66293,508.65076,0,0,454.5523,0,
1818,432.0269163627027,10.4399,,0,0,0,0,0,1104.8701,0,0,956.14545,1270.2655,0,1142.183,
1820,821.442998166541,10.440116,,0,0,318.61096,0,407.97018,0,334.82358,359.271,0,0,304.3522,0,
1822,492.02135392126837,10.440865,Deoxyadenosine triphosphate: 0.103,2485.0425,743.8545,2559.8198,968.86,2668.2798,627.20807,2626.6848,2840.0344,831.26227,807.68823,2637.6528,871.85455,
1823,404.57058932593736,10.440921,,1089.1615,0,1116.5345,381.1089,1248.327,0,1112.6555,1090.9873,0,0,999.24945,0,
1824,406.56868163229177,10.440943,,0,0,868.8297,0,900.8176,0,880.3665,939.44226,0,0,814.08966,0,
1825,822.1096664286359,10.440903,Acrylyl-CoA: 0.052,338.50565,0,344.729,0,419.63284,0,380.1914,441.35117,0,0,363.74417,0,
1826,839.0859964072906,10.441548,,3250.3594,718.1907,3301.764,1073.9697,3719.2097,677.3615,3310.85,3318.1934,917.25476,868.3218,3181.546,1009.0365,
1827,821.7772724567282,10.441604,TG(14:0/15:0/20:0): 0.270,394.56934,0,401.35855,0,509.54535,0,432.92233,454.18936,0,0,408.5643,0,
1828,829.4322744868623,10.442233,"Digitoxigenin 3-[glucosyl-(1-&gt;6)-glucosyl-(1-&gt;4)-2,6-dideoxyribohexoside]: 0.572",377.50104,0,385.95682,0,407.71564,0,394.58444,416.18274,0,0,0,0,
1830,421.04919258293324,10.442977,,2400.0266,0,2455.368,0,2635.208,0,2435.6765,2455.7458,0,0,2355.467,0,
1831,830.1021833709997,10.44435,,436.35532,0,429.77963,0,467.99637,0,443.80396,484.88055,0,0,425.9026,0,
1834,560.0595400923494,10.445743,,671.66516,0,727.10785,0,821.68506,0,730.11707,701.6083,0,0,695.69135,0,
1835,665.5538451532846,10.447346,,565.97485,0,0,0,652.36365,0,568.2434,0,0,0,556.8833,0,
1836,554.7348134937762,10.448501,,437.55118,0,408.08966,0,509.11136,0,450.16934,424.68442,0,0,411.5426,0,
1838,839.5864065642637,10.449329,"PC(DiMe(11,3)/DiMe(9,3)): 0.233",1093.8005,0,1103.4254,0,0,0,0,1154.7784,0,0,1076.887,0,
1841,446.51232960184933,10.456737,,1613.1287,1422.7782,1429.9882,1689.7014,1486.1173,1385.7383,1099.7322,1373.4165,1728.8741,1468.4398,1395.9935,1571.3271,
1844,439.02134111182096,10.462603,,748.15607,620.2447,683.1674,817.0786,777.7064,695.51855,401.1936,516.80444,835.5262,768.5936,422.4695,820.2381,
1845,285.10011237522116,10.46399,p-Cresol glucuronide: 0.622,1178.5837,0,1373.877,500.04935,1434.2384,0,1226.7576,1215.8057,0,0,1132.4945,0,
1847,118.0865888045029,10.4768,L-Valine: 0.906,0,2151.2368,0,0,0,1215.7101,0,0,1300.8779,1412.7738,0,0,
1850,130.15928807766008,10.49711,,740.8076,874.1325,758.97394,985.67725,738.4393,1432.1932,1325.9635,925.97437,1860.2726,1427.2205,1029.7797,1460.8099,
1853,461.03107874685065,10.516132,,901.6929,0,1317.6279,0,1101.902,0,1854.4043,1084.157,0,0,1233.0696,0,
1857,892.0909297418775,10.538288,,0,0,452.65167,0,390.8258,0,579.39264,0,0,0,360.00397,0,
1858,473.012445717824,10.541672,,919.4273,0,1260.3123,0,1044.5575,0,1305.9076,767.54047,0,0,973.88995,0,
1859,446.54589050735495,10.544485,,1823.2754,444.1947,2543.7163,400.48438,2102.7913,282.98654,3167.2476,1676.1202,0,427.35245,1866.8441,0,
1860,458.51493933470925,10.545088,,450.67853,0,512.7074,0,369.83978,0,600.5144,0,0,0,0,0,
1862,411.02232136615453,10.546503,Butoconazole: 0.776,1625.1019,0,1723.4468,0,1442.5842,0,2026.6857,3136.4116,0,0,2525.957,0,
1866,428.25142774939985,10.570258,Ranolazine: 0.770,315.2386,0,0,0,311.486,0,0,206.98106,0,0,331.46124,0,
1871,423.0045760878592,10.604475,Indigo Carmine: 0.256,909.6474,0,970.0316,0,775.2208,0,1155.483,1715.2944,0,0,1394.2218,0,
1872,140.1068412234083,10.604675,9-Azabicyclo[3.3.1]nonan-3-one: 0.964,0,2346.919,1713.1917,0,0,0,0,0,0,0,1763.2158,1901.1886,
1876,429.52980826184177,10.60686,,601.85645,0,620.4125,0,0,0,720.6205,1075.1237,0,0,857.29584,0,
1878,436.52364703485364,10.609346,,550.2918,0,532.1227,0,0,0,675.9155,962.3077,0,0,774.24854,0,
1880,834.0903064727323,10.609995,,1665.3754,0,1683.3378,0,1031.0903,0,2268.7195,3542.6362,0,0,2731.4458,0,
1884,444.0106910909779,10.611341,,0,0,0,316.41342,0,0,1013.2422,2907.7805,0,0,2366.427,0,
1886,453.0175680762504,10.612759,,861.29236,0,875.215,0,703.70355,0,1079.2479,1614.7747,0,0,1389.7347,0,
1887,417.54977455524363,10.612834,,0,1868.9127,0,0,0,916.2396,9950.554,0,629.4143,1351.6035,0,939.42926,
1888,438.5319154761708,10.613483,,517.9818,0,477.56934,0,0,0,597.1429,906.4839,0,0,734.9355,0,
1892,295.1300038814523,10.615823,gamma-Glutamylphenylalanine: 0.869,240.05031,723.0237,382.25793,730.23816,276.47345,464.06326,464.1652,357.96347,595.5902,425.29993,359.0276,647.3217,
1893,305.1580545901717,10.66068,,993.2113,1423.2535,1802.6345,1803.1744,1648.7106,1716.2275,1561.1091,1385.2546,1250.2444,2909.0156,1049.5482,2267.6577,
1894,321.13170068947267,10.660818,Mycophenolic acid: 0.838,0,365.97885,475.00555,474.4357,442.6023,416.73953,417.90543,355.89746,0,770.757,0,615.60034,
1895,283.1760217706695,10.661027,Hexaethylene glycol: 0.895,1360.9983,1921.0294,2297.4072,2301.5933,2272.5674,2193.534,2003.7892,1769.6556,1805.838,3700.1125,586.02625,3165.395,
1896,300.202410735176,10.661714,,702.75,1023.8526,1220.5011,1257.244,1156.6777,1166.0142,1039.2175,898.5403,977.10004,1997.3796,648.4732,1709.4432,
1897,557.7850179499198,10.662444,,414.21353,0,254.56786,0,556.1555,0,355.57547,496.77036,0,0,412.22015,0,
1898,279.13844524568015,10.676733,Pantetheine: 0.864,355.22263,0,254.89339,0,350.94287,0,0,187.51224,0,0,264.6399,0,
1899,579.2494237285978,10.676704,Withaperuvin H: 0.263,310.27414,0,184.06328,0,319.56104,0,0,0,0,0,194.73465,0,
1900,337.19123000754905,10.677628,S-Japonin: 0.205,461.75467,0,362.18192,0,468.44763,0,284.69348,247.8407,0,0,330.62796,0,
1902,149.07460537057725,10.6790085,,849.3475,0,621.8411,0,845.00824,0,506.98868,492.88696,0,0,653.5769,0,
1903,301.1202564826417,10.680352,2-(3-Hydroxyphenyl)ethanol 1'-glucoside: 0.123,1533.6532,0,1158.999,196.47028,1529.1891,0,940.0519,849.7759,202.50189,0,1059.8942,0,
1904,317.0941330991449,10.681769,Homoferreirin: 0.177,509.99194,0,405.5217,0,502.63037,0,312.27097,278.94046,0,0,342.8147,0,
1905,187.09706304568303,10.682733,5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid: 0.897,273.66513,0,365.9814,268.4344,0,0,397.34335,540.49677,0,0,688.71136,0,
1908,246.17106963538382,10.735222,,11616.235,9844.325,8582.403,8855.213,5377.045,4760.1714,15052.078,9149.702,6132.3247,2655.0903,12241.769,4360.1953,
1909,246.17122389930068,10.737632,,4571.2256,6882.1514,13780.842,13972.778,8302.818,6793.9507,10914.233,19391.904,3930.3557,3407.174,25346.412,6634.3813,
1913,476.2389903159512,10.756423,,0,520.57336,0,408.6249,0,577.69995,0,0,483.98944,0,0,383.4968,
1915,475.9881568559229,10.763046,,0,488.57263,0,368.83893,0,552.38855,0,0,441.1514,0,0,339.27518,
1918,445.1413495115221,10.835294,Artomunoxanthentrione: 0.014,253.14069,0,0,0,232.74213,0,275.65866,332.73325,0,0,259.05966,0,
1919,175.07921689776967,10.900556,"4,4'-Thiobis-2-butanone: 0.907",396.6377,0,281.91022,0,222.20903,0,460.3016,529.8066,0,0,627.5356,0,
1920,349.2240005108932,10.926476,Bexarotene: 0.256,0,233.26045,0,549.7895,0,323.62384,293.05832,0,0,1186.8217,0,947.7857,
1921,510.0342391624231,10.989594,,264.54996,0,315.13583,0,379.6473,0,375.5881,409.22018,0,0,329.85565,0,
1922,255.52206580427193,10.99167,,316.49057,0,367.86038,0,451.79166,0,421.1138,468.72116,0,0,345.8185,0,
1923,457.1124492278165,10.994033,Flavine mononucleotide (FMN)_conf: 0.967,1984.0741,326.28094,2342.121,445.74515,2890.637,227.53465,2743.967,3047.5771,315.0101,365.4182,2209.0994,465.68314,
1925,246.17099933159489,11.037163,Isovalerylcarnitine 3 (C5)_conf: 0.889,6483.066,1794.9082,5266.3423,1511.6942,4905.1367,820.0307,5509.309,7868.4375,672.47577,561.2915,11640.04,973.3608,
1926,249.18941079877825,11.052348,Dimethylbenzyl carbinyl hexanoate: 0.397,286.11057,288.34167,265.8018,285.43463,284.9757,281.63574,282.65015,276.28406,288.75208,302.3486,258.6977,282.42154,
1928,452.73109828905746,11.059813,,0,436.2962,0,516.21484,0,526.53925,0,0,0,500.7684,0,556.90155,
1934,105.03460411523685,11.078968,S-Ethyl thioacetate: 0.283,0,390.6407,372.151,365.97696,448.53635,446.46158,713.1548,391.452,1830.7737,765.2725,5608.7686,4653.3906,
1937,652.8050740662837,11.090267,,0,259.14224,0,457.48642,0,394.6105,0,0,625.093,360.3172,0,544.7052,
1938,304.21283258649794,11.090996,3-hydroxyoctanoyl carnitine: 0.892,835.1795,0,0,0,271.49115,0,0,710.7509,0,0,798.6739,0,
1940,382.24480788525665,11.130337,,0,244.58139,0,0,0,261.23938,0,0,275.27426,0,0,276.6189,
1941,266.13971904187866,11.136336,,270.68347,552.4468,226.68546,512.4526,220.5634,0,0,0,0,0,239.59055,0,
1944,600.2829918636564,11.170181,Gluten exorphin A5: 0.079,0,0,429.14865,516.2384,362.4495,595.2778,0,0,343.99185,726.05756,344.6004,268.98145,
1945,599.6145432318724,11.17038,,433.19482,405.97208,901.12524,1032.4878,741.07117,1195.5029,378.02902,382.27704,651.9142,1485.8184,696.8581,546.4073,
1946,599.9484862104339,11.171071,,380.0658,378.20944,836.67035,976.0689,674.5814,1121.8763,342.83603,359.5642,638.3585,1367.9388,654.4371,516.9327,
1949,349.18422197348497,11.201783,Foeniculoside VIII: 0.859,532.6611,938.14355,1383.1956,1353.4268,982.70874,1168.7712,1189.0547,934.5642,715.22675,2261.1445,503.83435,1751.6427,
1950,327.2021506580521,11.202129,Heptaethylene glycol: 0.918,597.4787,993.18054,1567.5559,1477.1132,1169.0869,1337.4949,1326.858,1055.7792,822.4196,2424.112,595.47144,2007.4764,
1951,344.2289438676007,11.202128,Dibucaine: 0.583,1377.9028,2189.1453,3452.7534,3318.4456,2603.1636,2969.484,2798.4456,2276.4802,1810.5338,5528.4146,1257.4681,4431.9434,
1952,365.15821414372635,11.202252,Gibberellin A55: 0.884,0,362.90268,562.12366,530.9031,414.39874,475.4874,457.71085,364.21918,283.38916,905.57227,0,735.634,
1969,721.0562992058872,11.26247,,0,701.1218,0,630.5569,0,0,0,0,535.30164,0,0,513.8821,
1978,998.2912892891078,11.267811,,0,697.3594,0,652.3283,391.1537,0,0,0,540.5668,484.30103,0,576.93634,
1979,998.4915259710781,11.267857,,0,653.5513,0,638.0762,0,0,0,0,495.91495,456.70245,0,505.21304,
1980,574.4925141977859,11.26831,,0,0,0,0,281.988,0,301.4003,0,314.43585,0,260.21072,293.22565,
1983,552.611939735103,11.268683,,0,494.5182,0,453.79724,0,0,0,0,343.5938,0,0,377.4308,
1985,715.4928766907666,11.269328,,0,675.84094,0,661.1193,429.12527,0,449.17896,0,563.5988,493.3796,0,539.45197,
1986,725.0502474538637,11.269513,,0,604.14703,0,580.5492,0,0,0,0,462.00586,460.6012,0,490.70312,
1987,998.0922110311006,11.269517,,0,583.1853,0,562.33185,0,0,0,0,452.545,432.84018,0,465.15314,
1988,834.407856885088,11.272649,,0,782.7772,502.8288,750.9311,488.5275,484.11087,588.3521,486.2464,644.3803,564.9967,0,634.5883,
1990,552.501662026459,11.273007,,0,653.5329,320.7684,573.8395,0,0,338.88416,0,464.9494,0,0,514.41864,
1991,715.3508201350645,11.273128,Cheirotoxol: 0.873,0,723.7601,0,695.41986,446.72055,0,457.77768,0,612.4645,491.52643,451.57907,528.1114,
1992,710.7852087505521,11.273223,,0,2749.2903,1560.0562,2514.0283,1598.5787,1590.9414,1789.5151,1685.2831,2118.475,1974.0875,1610.4017,2065.5017,
1993,834.7410454617168,11.273246,,0,624.9654,0,572.82556,0,0,0,391.8521,0,0,0,473.5986,
1994,834.5744886205791,11.273329,,0,818.48376,487.86526,745.92303,478.93875,0,540.25824,480.5474,602.6177,573.5406,0,629.80634,
1995,846.0570528068216,11.274057,,0,791.5879,462.32037,707.1905,476.77527,485.7754,549.67664,0,629.25964,586.5933,468.37625,593.5173,
1996,720.9124830359366,11.274196,,0,635.72046,0,566.02527,0,0,0,0,0,455.91763,0,518.37946,
1999,621.0667842208097,11.275122,,1576.404,3604.3755,2080.545,3185.457,2181.4575,2003.0516,2437.036,0,2743.4539,2534.1316,0,2712.09,
2000,717.6318279608513,11.275283,DG(24:1n9/0:0/18:2n6): 0.660,2082.4172,4120.038,2523.0342,3848.6733,2646.904,2651.798,2858.4844,2716.9385,3159.67,3005.0806,2588.5542,3209.1462,
2001,841.0641892388269,11.275371,,0,861.7892,0,754.06146,496.33453,554.30884,568.44653,546.30963,686.5144,644.94934,547.24084,673.5185,
2002,829.0810998564439,11.275599,,0,2034.6265,1117.1067,1848.91,1208.2281,1179.4902,0,1245.2402,1535.9169,1397.7413,1167.4415,1551.0834,
2003,552.3911627751573,11.275653,Aliskiren: 0.424,0,614.84534,0,588.182,0,0,0,346.89023,459.12436,394.1227,0,465.03223,
2004,461.9007512095042,11.275703,,0,295.85577,0,225.32451,0,373.98904,0,0,366.75693,0,0,220.87425,
2005,621.6881771730933,11.2758045,,0,7055.5366,0,6450.046,0,4158.885,4640.8726,0,5411.302,5093.648,4103.117,0,
2006,628.0546897371856,11.275935,,0,696.79285,386.4765,646.65027,422.8389,0,449.59952,0,497.28885,469.557,0,510.7989,
2008,840.8978927284402,11.276237,,0,864.3213,518.2565,796.2872,514.5659,507.48862,577.10254,544.1322,668.17694,637.34937,507.5893,627.5587,
2009,832.0767986648426,11.276318,,1046.2617,2182.326,1283.4932,1952.9376,1308.1298,1307.5707,1419.7653,1338.0914,1683.4082,1571.2566,1286.5013,1645.342,
2010,621.8122208868476,11.276632,,1844.356,4221.911,2323.71,3728.2573,2383.3574,2402.3208,2702.744,2338.2883,3127.8904,0,2375.9495,3179.6912,
2011,717.7751292257303,11.276661,,1662.0681,3363.195,1950.4309,3043.716,2133.9866,1777.8202,2315.45,2160.1074,2626.3362,2156.838,2051.7036,2259.0154,
2012,837.23674291896,11.276664,,1848.4232,3755.2827,2265.029,3512.584,2327.5408,2279.2402,2632.116,2491.6895,2915.6838,2788.3425,2376.0798,2911.7832,
2013,717.2057025924332,11.27669,,0,1028.7977,610.91876,921.2659,0,598.8593,666.9943,616.51666,759.71375,686.22687,617.89197,730.6668,
2015,717.3477738688563,11.277008,Lyciumoside IX: 0.005,1308.0461,2651.7974,1538.8448,2441.5947,1633.3928,1675.7104,1827.5591,1659.7148,2075.5715,1909.8438,1616.7676,2079.87,
2016,717.916489258892,11.277008,,1130.6293,2382.5774,1425.4371,2234.2507,1493.7266,1330.0815,1689.0825,1565.3037,1823.3102,1569.5059,1477.307,1635.0107,
2017,993.2997679826326,11.277007,,1765.9291,4095.2317,2251.0312,3743.0906,2416.3752,2289.646,2713.458,2405.7231,3111.8628,2881.6675,2322.8074,3169.967,
2018,831.9106188182691,11.277206,,806.19293,1773.2262,1013.8783,1600.6206,1047.7557,1069.3749,1184.2216,1090.2489,1348.0935,1297.4927,0,1299.4861,
2019,709.6462318495255,11.27724,TG(20:0/a-13:0/8:0): 0.429,0,8425.685,4936.492,0,5218.0547,0,0,5408.944,6416.5073,0,0,0,
2020,993.4995055781158,11.277419,,2582.6663,0,3286.2747,5384.8423,3449.5151,3295.4492,3799.8245,3467.4355,4408.0264,4173.3823,3347.815,4604.1567,
2021,845.8907507199688,11.2777405,,0,927.70465,544.9201,859.9506,558.57715,549.2963,616.95905,561.1146,705.5344,692.5615,555.27954,744.9071,
2022,710.6436276028209,11.278022,,2480.3665,0,0,4875.713,0,3196.9775,3677.0894,0,0,3870.1187,3128.9243,4146.4287,
2023,718.0645113289994,11.278043,,693.0646,1474.1426,832.40686,1403.5171,918.1297,883.6665,1018.22217,957.824,997.3168,1033.9349,891.42993,987.33014,
2024,828.9158108055623,11.278043,,1768.4136,3885.0347,2291.7917,3619.6304,2401.2878,2309.9111,2629.8801,2443.6929,2981.7866,2825.6763,2323.0476,3020.9536,
2025,993.8993416680306,11.278043,,1922.3423,4502.5874,2413.3613,4142.6714,2606.6885,2483.7048,2915.1511,2676.496,3346.8645,3114.1414,2550.4717,3539.1116,
2026,621.9355244220504,11.278174,,942.20074,2142.0789,0,1942.4117,1248.5001,1222.3977,1414.5262,1066.484,1665.5168,1487.6448,1217.3047,1608.7264,
2027,713.0682196205776,11.278276,,0,704.00757,438.65347,673.7525,0,0,477.54858,434.00082,482.23935,444.6758,416.13718,496.2757,
2028,717.4901075604827,11.278386,,1860.5753,3915.163,2398.4565,3512.0862,2402.5376,2443.9536,2620.9036,2504.5273,2989.325,2814.9348,2381.0986,2940.3254,
2029,713.4948087187726,11.27839,19'-Hexanoyloxymytiloxanthin: 0.194,956.5191,1996.8102,1202.501,1831.3151,1210.6105,1218.4255,1417.5632,1271.8754,1518.8701,1429.611,1195.3345,1478.2816,
2030,827.752114350107,11.278657,"TG(15:0/18:4(6Z,9Z,12Z,15Z)/O-18:0): 0.863",3023.9878,0,3816.69,0,0,3929.2644,4384.511,0,4963.223,4708.8447,3871.5117,5048.3325,
2031,725.1924308359215,11.278684,"Kaempferol 3-(2'',4''-di-(Z)-p-coumaroylrhamnoside): 0.727",0,682.5104,0,617.7668,0,0,439.63834,0,491.71124,470.2844,0,0,
2032,713.3524533073264,11.278731,Convalloside: 0.320,1030.6401,2070.8123,1295.9808,1932.7224,1329.8119,1310.2365,1469.0945,1305.871,1586.8994,1582.0044,1294.3087,1582.1641,
2033,845.7243508497509,11.278872,,0,839.6285,491.35687,757.7476,500.0371,476.01053,579.1241,531.02246,661.29175,598.81354,468.65814,632.96497,
2034,621.190489144948,11.279516,Camellianin A: 0.512,4432.513,0,5617.205,0,6010.629,0,0,5684.009,0,0,0,7421.0884,
