"Protein.IDs","Gene.names","LFQ.intensity_Day-1_Rep1","LFQ.intensity_Day-1_Rep2","LFQ.intensity_Day-1_Rep3","LFQ.intensity_Day0_Rep1","LFQ.intensity_Day0_Rep2","LFQ.intensity_Day0_Rep3","LFQ.intensity_Day1_Rep1","LFQ.intensity_Day1_Rep2","LFQ.intensity_Day1_Rep3","LFQ.intensity_Day2_Rep1","LFQ.intensity_Day2_Rep2","LFQ.intensity_Day2_Rep3","LFQ.intensity_Day3_Rep1","LFQ.intensity_Day3_Rep2","LFQ.intensity_Day3_Rep3","LFQ.intensity_Day4_Rep1","LFQ.intensity_Day4_Rep2","LFQ.intensity_Day4_Rep3"
"Q14241","TCEB3",83094000,83585000,96963000,91989000,99020000,89307000,89289000,99883000,62088000,93722000,98272000,105429000,69927000,53541000,64995000,16275600,41172000,21027200
"Q14247","CTTN",7227500000,6686100000,6.687e+09,5832700000,6777500000,5719400000,6781800000,6901200000,6391700000,5971700000,5831300000,5466100000,5066900000,4679700000,4384900000,4200600000,4415400000,4418100000
"Q14249","ENDOG",10587000,NA,NA,NA,NA,28424000,54993000,NA,NA,20500000,36928000,23806000,52236000,34647000,50317000,26122000,38523000,36969000
"Q14254","FLOT2",573390000,658140000,601490000,634530000,646260000,670370000,620820000,707440000,644230000,695360000,612640000,706590000,646290000,601330000,687480000,581560000,636080000,611130000
"Q14257","RCN2",966780000,1022270000,1025460000,1063780000,1196880000,1284090000,1054810000,1029670000,997970000,1128570000,1060800000,1185990000,837140000,814900000,839490000,657720000,741550000,698380000
"Q14258","TRIM25",3316120000,3309800000,3191700000,3138900000,3262500000,2843740000,3081200000,3028010000,2940860000,2925970000,2839870000,2595530000,2400820000,2044070000,2014510000,1891520000,1702390000,1930890000
"Q14315","FLNC",8.2456e+10,8.3702e+10,8.1498e+10,1.02819e+11,1.0298e+11,1.0171e+11,1.51969e+11,1.46829e+11,1.49591e+11,1.99689e+11,1.94132e+11,1.81319e+11,2.27214e+11,2.25596e+11,2.14708e+11,2.29836e+11,2.29356e+11,2.37385e+11
"Q14318","FKBP8",926250000,840660000,783100000,898150000,1037350000,824960000,683410000,705430000,788090000,669810000,737250000,622060000,674500000,681800000,664100000,698280000,692090000,555360000
"Q14320;Q9Y247","FAM50A",1359080000,1267230000,1196870000,1022320000,1201510000,940780000,921770000,880040000,795710000,874200000,904460000,660930000,756600000,676610000,642650000,728230000,679350000,729700000
"Q14324","MYBPC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156467000,81621000,163852000,184505000,181987000,176347000
"Q14344","GNA13",275458000,238562000,267044000,265216000,258558000,199491000,292433000,346530000,309138000,314013000,274487000,263557000,268762000,242930000,222487000,155990000,210842000,257400000
"Q14353","GAMT",526720000,456130000,440290000,563570000,572690000,530800000,577440000,621380000,613700000,952650000,856270000,953070000,1175480000,1147030000,1096230000,1172860000,1154260000,1194790000
"Q14376","GALE",547780000,445620000,412030000,406200000,432800000,367130000,388640000,402340000,400390000,380140000,382880000,328870000,352800000,313212000,322611000,323710000,279944000,335690000
"Q14444","CAPRIN1",2657030000,2350660000,2569870000,2173630000,1896040000,2179620000,1258600000,1261060000,1352080000,1206240000,1331390000,1354680000,1167730000,1240120000,1251600000,1137940000,1046820000,908780000
"Q14498;Q86U06","RBM39",1311090000,1366540000,1474410000,1239360000,1291150000,1238500000,1397910000,1323710000,1402850000,1262880000,1274880000,1252020000,1054200000,1126580000,1053300000,1018440000,983460000,919360000
"Q14517","FAT1",479850000,492380000,452470000,335385000,475840000,377560000,225440000,86213000,72666000,55499000,45500000,120220000,191545000,188203000,202016000,267062000,272326000,276685000
"Q14524","SCN5A",13677000,NA,20167000,19098600,41103000,16499100,NA,9110300,NA,17709700,9881800,13028100,33430000,8607600,28995900,30804000,22547000,34406600
"Q14554","PDIA5",256685000,255585000,339160000,278491000,257468000,308124000,324541000,321226000,295339000,231980000,274476000,319394000,345569000,300976000,252965000,288820000,300048000,322265000
"Q14558","PRPSAP1",283897000,330500000,338709000,289973000,268633000,327900000,308756000,313570000,290909000,256509000,262812000,272135000,241852000,277151000,255573000,232480000,228324000,257666000
"Q14566","MCM6",3137400000,3459900000,3339400000,2760410000,2818610000,2610450000,1730850000,1871250000,1845170000,1071680000,956040000,890020000,491360000,379320000,378080000,144071000,143786000,207212000
"Q14644","RASA3",83241000,NA,NA,29293000,54031000,NA,47594000,NA,NA,35847000,NA,57362000,NA,29590000,NA,NA,55722000,NA
"Q14653","IRF3",179105000,174762000,166884000,37716000,49058000,95517000,133068000,138636000,105720000,44240000,38627000,53362000,NA,26341000,46492000,NA,61853000,41958000
"Q14669","TRIP12",823370000,813160000,802610000,811630000,867650000,850220000,667350000,698340000,732240000,884900000,838540000,895730000,979970000,895900000,925290000,669280000,662250000,636320000
"Q14671","PUM1",258384000,317604000,297239000,305881000,247843000,266158000,190261000,157086000,253001000,257666000,212909000,180791000,67796000,160889000,177657000,223839000,112067000,73550000
"Q14676","MDC1",424130000,377310000,377190000,575510000,557456000,486240000,302287000,341440000,290119000,177697000,191870000,184366000,123881000,203366000,151584000,31160000,87361000,96570000
"Q14677","CLINT1",1170390000,1066380000,986050000,1211010000,1149680000,1086620000,1076550000,975090000,1013550000,920300000,1012530000,736460000,935360000,967190000,877030000,795120000,776550000,887380000
"Q14678","KANK1",172781000,NA,NA,125883000,31595000,NA,35830000,48098000,44491000,55720000,96241000,111841000,91630000,62607000,81050000,NA,NA,NA
"Q14683","SMC1A",1593370000,1627290000,1497780000,1507560000,1520780000,1465690000,1673230000,1641980000,1683800000,1480850000,1495520000,1327710000,1160380000,1204750000,1183300000,987340000,996450000,1008080000
"Q14684","RRP1B",92251000,41528000,138478000,148237000,189187000,133446000,162154000,214146000,195767000,187367000,192865000,151259000,157940000,135707000,133950000,122011000,36057000,123302000
"Q14690","PDCD11",895970000,813920000,797570000,767770000,808530000,825770000,935960000,805650000,870960000,892620000,913440000,960220000,837200000,873590000,739950000,587820000,598280000,712640000
"Q14692","BMS1",181984000,155735000,157453000,78858000,137500000,120314000,142460000,108301000,121299000,134811000,144374000,148081000,82690000,83142000,146629000,108581000,42300000,34052000
"Q14694","USP10",804720000,852810000,836630000,802300000,796760000,736460000,561680000,495330000,519360000,509730000,475060000,566770000,521410000,471860000,519820000,408520000,406890000,344037000
"Q14696","MESDC2",1105360000,991110000,924650000,1029850000,1053790000,898200000,1028420000,1025130000,1056220000,946730000,913200000,996620000,886820000,979410000,1007290000,1064690000,1050420000,970420000
"Q14697","GANAB",20725500000,20541900000,20158700000,2.4255e+10,24583700000,23770300000,2.1794e+10,21927400000,22642900000,21820400000,21330400000,21746700000,20182500000,20473400000,2.1035e+10,19882900000,19581100000,19782100000
"Q14699;Q52LD8","RFTN1",1011450000,979840000,983190000,1262790000,1243830000,1138970000,1283650000,1155280000,1190740000,1171220000,1133770000,1007140000,943910000,896650000,897310000,760370000,756630000,842630000
"Q14728","MFSD10",196256000,172086000,60562000,157371000,172292000,107632000,182623000,176407000,118857000,121602000,184994000,92899000,104335000,NA,39584000,56752000,NA,154290000
"Q14738","PPP2R5D",1313530000,1368330000,1357630000,1566130000,1.543e+09,1419340000,1680340000,1660780000,1850200000,1461430000,1472400000,1354690000,1350830000,1250910000,1277840000,1239340000,1249200000,1344850000
"Q14739","LBR",498510000,547220000,521850000,452250000,499210000,414300000,424430000,417140000,399470000,366230000,364074000,347440000,277568000,260135000,261714000,244184000,211045000,234533000
"Q14746","COG2",169340000,153963000,172355000,185381000,103562000,162746000,168853000,171119000,140544000,164201000,180870000,147861000,172142000,201133000,181936000,187340000,177273000,179023000
"Q14764","MVP",15611800000,15323700000,14955500000,17251300000,16012900000,16539200000,13305400000,1.2696e+10,13517300000,14513600000,1.4654e+10,14716600000,16831400000,1.661e+10,17815200000,18179600000,17788300000,17755400000
"Q14767","LTBP2",190304000,134859000,114823000,209377000,257270000,231213000,NA,NA,61671000,NA,NA,NA,89022000,94907000,75455000,213870000,201047000,296717000
"Q14789","GOLGB1",1023480000,911320000,1007860000,903940000,1081380000,912670000,922470000,874900000,738940000,897820000,879230000,828520000,1176370000,1025680000,966870000,1161020000,1052260000,1292540000
"Q147X3","NAA30",150148000,126449000,124757000,111951000,29945000,110354000,134617000,141275000,159541000,120897000,110384000,89357000,114216000,164285000,155156000,181672000,194313000,207967000
"Q14814","MEF2D",67882000,112893000,137290000,76799000,NA,65158000,56251000,69843000,97359000,113473000,114980000,212256000,225336000,108184000,106718000,177598000,117089000,147973000
"Q14839;Q8TDI0","CHD4",2088320000,1916050000,1892130000,1839910000,1992570000,1827770000,1822180000,1960080000,1759870000,1790220000,1636160000,1707040000,1.421e+09,1421750000,1455340000,1233240000,1348630000,1207160000
"Q14847","LASP1",13110600000,12852100000,12774700000,11077300000,14000400000,11541200000,13971900000,14396700000,11898700000,1.2239e+10,1.1947e+10,8577100000,9513300000,7835700000,7050900000,7671400000,7489800000,8214300000
"Q14914","PTGR1",1381330000,1318070000,1181830000,1670800000,1565430000,1727080000,1553370000,1585230000,1721100000,1536740000,1600440000,1926810000,1406230000,1364660000,1588340000,1488050000,1581690000,1351140000
"Q14919","DRAP1",287395000,194408000,370650000,339804000,217664000,425370000,184583000,263471000,303642000,236567000,260916000,377390000,208852000,396430000,490910000,310709000,368220000,209590000
"Q14966","ZNF638",189418000,96819000,176437000,105567000,189583000,157547000,194254000,121977000,192255000,184767000,111566000,116405000,43402000,NA,65048000,109878000,130122000,57447000
"Q14974","KPNB1",15148500000,13416100000,12988800000,13630200000,14891300000,13942800000,11680600000,12425400000,11679600000,11441900000,10986700000,10975600000,11524200000,1.1654e+10,11014700000,10365900000,10408700000,10415100000
"Q14978","NOLC1",1062840000,793760000,871230000,830160000,842150000,798760000,464500000,758490000,786520000,859740000,757050000,721670000,516260000,765780000,590790000,567040000,587030000,340370000
"Q14980","NUMA1",7393300000,6953500000,6664600000,7192300000,7569300000,6661400000,11145300000,11040600000,10473200000,10555300000,10294600000,9363100000,7544900000,7142400000,6472500000,5544300000,5024200000,5765300000
"Q14997","PSME4",237458000,250957000,225768000,228930000,222684000,197690000,175122000,167439000,179786000,101026000,158494000,165700000,156321000,153783000,166318000,164194000,145970000,152514000
"Q14999","CUL7",201030000,244166000,182379000,217817000,254712000,154221000,258202000,265225000,248606000,367890000,272767000,226334000,472140000,362800000,386790000,429520000,438080000,452130000
"Q14C86","GAPVD1",1020800000,1018860000,883660000,941780000,994860000,881620000,965530000,857080000,915240000,939070000,919380000,826840000,1015450000,929360000,929330000,1010870000,981110000,1023110000
"Q14CX7","NAA25",58168000,144523000,136110000,126758000,121131000,61947000,108366000,114518000,113733000,129115000,118354000,88491000,123841000,136092000,137285000,143925000,138489000,130140000
"Q15003","NCAPH",540120000,542770000,579480000,481690000,505910000,431780000,287801000,328693000,246915000,195937000,249900000,170850000,174088000,38388000,29877000,NA,101030000,NA
"Q15004","KIAA0101",144052000,108862000,117905000,108459000,131105000,102125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q15005","SPCS2",1394470000,1223770000,1235130000,1491020000,1493820000,1282440000,1231570000,1129530000,1323630000,1191790000,1238310000,1088620000,1347230000,1181250000,1173980000,1259260000,1218730000,1173970000
"Q15006","EMC2",384840000,291593000,331631000,318184000,351980000,311351000,329272000,351930000,335600000,346305000,349360000,334790000,393070000,347300000,346530000,345420000,388100000,343620000
"Q15007","WTAP",14072000,NA,20225000,NA,NA,NA,NA,9080900,NA,NA,5791600,14554000,NA,NA,NA,14537000,NA,NA
"Q15008","PSMD6",4133300000,3.641e+09,3508500000,4027400000,4211200000,3945500000,3.927e+09,3923500000,4.049e+09,4287200000,4233100000,3787500000,4324500000,4448600000,4.435e+09,4.297e+09,4065100000,4629900000
"Q15014","MORF4L2",104695000,121709000,142488000,116410000,38167000,78511000,35362000,99480000,NA,NA,102484000,35175000,30482000,27733000,NA,27628000,NA,NA
"Q15018","FAM175B",144638000,193163000,218204000,179441000,156256000,119359000,199513000,203984000,169250000,112245000,183267000,78797000,204987000,194772000,63606000,211597000,144729000,198364000
"Q15019","SEPT2",6629900000,7338300000,6937200000,7266100000,8006800000,6991200000,9053800000,8696400000,8392700000,8048800000,8070100000,7251700000,6.918e+09,6612900000,6669700000,6.547e+09,6254600000,6409900000
"Q15020","SART3",767080000,824890000,811870000,863650000,839370000,793260000,1067300000,1049730000,1069270000,1168440000,1213400000,1077720000,989960000,1021790000,1016710000,1033560000,1023650000,1024720000
"Q15021","NCAPD2",1707100000,1707750000,1951470000,1577780000,1551950000,1707160000,859620000,800320000,848050000,402580000,325052000,274257000,95757000,80336000,86818000,24970000,60896000,69537000
"Q15024","EXOSC7",363120000,391680000,376760000,363004000,362800000,309245000,388840000,358270000,411920000,241080000,277001000,278886000,265302000,218288000,233333000,227352000,130466000,240698000
"Q15029","EFTUD2",5342300000,5552700000,5379300000,5.268e+09,5462200000,5409400000,5.699e+09,5633200000,5.8e+09,5854900000,5737600000,5826500000,5106500000,5350500000,5482700000,4675100000,4962700000,4705700000
"Q15031","LARS2",24811100,11440000,74632000,32508400,12460000,23747900,29164200,10664000,11383000,32054000,15395600,24583000,13009000,20194000,NA,13788000,20559700,NA
"Q15035","TRAM2",154728000,140955000,100625000,50883000,99679000,136445000,45159000,80787000,52449000,73650000,48325000,21336000,24133000,NA,18373000,NA,NA,42592000
"Q15036","SNX17",443410000,421730000,444730000,453410000,463360000,450670000,357120000,388960000,359480000,426050000,416360000,436520000,309765000,318300000,355480000,260225000,321490000,287906000
"Q15042","RAB3GAP1",915160000,870640000,894640000,878530000,880490000,892260000,581110000,659720000,704160000,672110000,649160000,706120000,713960000,758670000,783160000,654540000,749680000,630380000
"Q15046","KARS",4024500000,3912700000,3558200000,3753100000,4237400000,3750600000,3244100000,3.346e+09,3130800000,3.53e+09,3471400000,3228400000,3303300000,3098500000,3.317e+09,3139040000,2925340000,3083230000
"Q15050","RRS1",314647000,254991000,296784000,305283000,266044000,231606000,272701000,297213000,266615000,339211000,278182000,206980000,339714000,263994000,227353000,211648000,261804000,279751000
"Q15052","ARHGEF6",589440000,607050000,608430000,751890000,800150000,689620000,1157160000,1244150000,1134240000,1562480000,1353410000,1184970000,1594220000,1400930000,1210210000,1227830000,1174220000,1408400000
"Q15056","EIF4H",3235800000,2922610000,2891460000,2876500000,3260130000,2711480000,2970550000,3231600000,2717080000,3284700000,2948180000,2285820000,3123800000,2330980000,2156730000,2747670000,2265170000,2618390000
"Q15057","ACAP2",137575000,77618000,136302000,130344000,124439000,128289000,125939000,125994000,131732000,71985000,109394000,111127000,29967000,NA,33399000,NA,NA,29488000
"Q15059","BRD3",177128000,NA,287446000,188388000,296693000,96152000,489490000,458480000,443750000,507040000,381300000,408600000,309347000,297528000,311639000,93246000,70495000,171911000
"Q15061","WDR43",159781000,251721000,202729000,251165000,147182000,221176000,157807000,183402000,NA,238481000,148862000,160337000,69431000,40257000,212370000,110388000,54481000,221159000
"Q15067","ACOX1",1015510000,844010000,889020000,871420000,943090000,877810000,898390000,867290000,953650000,939670000,988190000,938550000,966090000,943190000,978820000,1123160000,1122570000,1045050000
"Q15070","OXA1L",150336000,117821000,107348000,119214000,124299000,134225000,65648000,107044000,106044000,150386000,125220000,150219000,164528000,135309000,119209000,92355000,48241000,237949000
"Q15075","EEA1",2094910000,2018610000,2133080000,2225350000,2270390000,2079810000,2388590000,2382140000,2271140000,2346200000,2372230000,2059550000,2404580000,2183100000,2076670000,2.424e+09,2168240000,2494870000
